,recoded_id,X,dob,birth_year,genetic_group,feed_group,amp_305_lactation,cull_date,cull_reason,cull_category,herd_life,sample_date,rltl,tel_sample_no,residual_rltl_t,residual_rltl_tminus1,diff_rltl_res,sample_interval,change_at_t_1,abs_diff_rltl_res,age_d,age_m,age_y,live_wgt,cond_score,health_event_2week,health_event_fertil_all,health_event_mastitis_all,health_event_lame_all,sample_year,average_resid,rltl_change,abs_rltl_change,AgeGroup,av_rltl_1_res,SamplesPerAnimal,Animal_No,atrr_rate_per_year
1065,8017,1059,04/09/2010,2010,C,2,4370.3,NULL,NULL,NULL,NULL,14/04/2011,0.930543122,2,-0.172451293,-0.098054254,-0.074397039,219,NULL,0.074397039,222,7,1,NULL,2.25,0,NULL,NULL,NULL,2011,-0.08283255,0.011494839,0.204959881,young,-0.172451293,5,224,-0.123995065
1066,8017,1060,04/09/2010,2010,C,2,4370.3,NULL,NULL,NULL,NULL,23/03/2012,1.254134826,3,0.110475372,-0.172451293,0.282926665,344,-0.074397039,0.282926665,566,19,2,NULL,2.25,0,NULL,NULL,NULL,2012,-0.08283255,0.011494839,0.204959881,older,-0.172451293,5,224,0.300198351
1067,8017,1061,04/09/2010,2010,C,2,4370.3,NULL,NULL,NULL,NULL,21/02/2013,0.860195374,4,-0.202057675,0.110475372,-0.312533046,335,0.282926665,0.312533046,901,30,2,NULL,2.5,0,NULL,NULL,NULL,2013,-0.08283255,0.011494839,0.204959881,older,-0.172451293,5,224,-0.34052108
1068,8017,1062,04/09/2010,2010,C,2,4370.3,NULL,NULL,NULL,NULL,16/05/2014,0.999981845,5,-0.052074901,-0.202057675,0.149982774,449,-0.312533046,0.149982774,1350,44,4,NULL,2.75,0,NULL,NULL,NULL,2014,-0.08283255,0.011494839,0.204959881,older,-0.172451293,5,224,0.121923636
1062,7982,195,12/02/2013,2013,S,NULL,NULL,08/01/2014,REASON NOT GIVEN,Died,330,13/02/2013,1.479905169,1,0.475991896,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,NULL,0,NULL,NULL,NULL,2013,0.258630793,-0.434722207,0.434722207,young,0.041269689,2,223,NULL
1063,7982,196,12/02/2013,2013,S,NULL,NULL,08/01/2014,REASON NOT GIVEN,Died,330,03/04/2014,1.023199237,2,0.041269689,0.475991896,-0.434722207,414,NULL,0.434722207,415,14,1,NULL,NULL,0,NULL,NULL,NULL,2014,0.258630793,-0.434722207,0.434722207,older,0.041269689,2,223,-0.383269579
1055,7908,227,05/04/2009,2009,S,2,8624.9375,01/11/2016,FOOT/LEG PROBLEMS,Lameness,2767,09/04/2009,1.223946676,1,0.083518657,NULL,NULL,NULL,NULL,NULL,4,0,0,NULL,2.5,0,NULL,NULL,NULL,2009,0.002104868,0.003936438,0.123690934,young,-0.053396858,7,222,NULL
1056,7908,228,05/04/2009,2009,S,2,8624.9375,01/11/2016,FOOT/LEG PROBLEMS,Lameness,2767,16/03/2010,0.975999769,2,-0.053396858,0.083518657,-0.136915515,341,NULL,0.136915515,345,11,1,NULL,2.5,0,NULL,NULL,NULL,2010,0.002104868,0.003936438,0.123690934,young,-0.053396858,7,222,-0.146551798
1057,7908,229,05/04/2009,2009,S,2,8624.9375,01/11/2016,FOOT/LEG PROBLEMS,Lameness,2767,24/03/2011,0.989669397,3,-0.120157608,-0.053396858,-0.06676075,373,-0.136915515,0.06676075,718,24,2,NULL,2.5,0,NULL,NULL,NULL,2011,0.002104868,0.003936438,0.123690934,older,-0.053396858,7,222,-0.065328884
1058,7908,230,05/04/2009,2009,S,2,8624.9375,01/11/2016,FOOT/LEG PROBLEMS,Lameness,2767,21/02/2012,0.964881689,4,-0.084703584,-0.120157608,0.035454024,334,-0.06676075,0.035454024,1052,34,3,NULL,2.5,0,NULL,NULL,NULL,2012,0.002104868,0.003936438,0.123690934,older,-0.053396858,7,222,0.038744667
1059,7908,231,05/04/2009,2009,S,2,8624.9375,01/11/2016,FOOT/LEG PROBLEMS,Lameness,2767,22/02/2013,1.095039116,5,-0.132545955,-0.084703584,-0.047842371,367,0.035454024,0.047842371,1419,47,4,NULL,2.25,0,NULL,NULL,NULL,2013,0.002104868,0.003936438,0.123690934,older,-0.053396858,7,222,-0.04758165
1060,7908,232,05/04/2009,2009,S,2,8624.9375,01/11/2016,FOOT/LEG PROBLEMS,Lameness,2767,14/05/2014,1.386332986,6,0.214882139,-0.132545955,0.347428093,446,-0.047842371,0.347428093,1865,61,5,NULL,2.75,0,NULL,NULL,NULL,2014,0.002104868,0.003936438,0.123690934,older,-0.053396858,7,222,0.284330166
1061,7908,233,05/04/2009,2009,S,2,8624.9375,01/11/2016,FOOT/LEG PROBLEMS,Lameness,2767,16/12/2014,1.161967016,7,0.107137288,0.214882139,-0.107744851,216,0.347428093,0.107744851,2081,68,6,NULL,1.75,0,NULL,NULL,NULL,2014,0.002104868,0.003936438,0.123690934,older,-0.053396858,7,222,-0.182068845
1052,7905,1324,26/08/2012,2012,C,1,1900.3,05/12/2014,ACCIDENT,Accident,831,28/08/2012,0.956189296,1,-0.101618204,NULL,NULL,NULL,NULL,NULL,2,0,0,NULL,2.25,0,NULL,NULL,NULL,2012,-0.104145641,0.020552948,0.069241155,young,NA,3,221,NULL
1053,7905,1325,26/08/2012,2012,C,1,1900.3,05/12/2014,ACCIDENT,Accident,831,28/03/2014,0.894348229,2,-0.150306411,-0.101618204,-0.048688207,577,NULL,0.048688207,579,19,2,NULL,2.25,0,NULL,NULL,NULL,2014,-0.104145641,0.020552948,0.069241155,older,NA,3,221,-0.030799299
1054,7905,1326,26/08/2012,2012,C,1,1900.3,05/12/2014,ACCIDENT,Accident,831,05/12/2014,0.959585755,3,-0.060512308,-0.150306411,0.089794102,252,-0.048688207,0.089794102,831,27,2,NULL,1.75,0,NULL,NULL,NULL,2014,-0.104145641,0.020552948,0.069241155,older,NA,3,221,0.130058918
1048,7870,953,10/08/2011,2011,C,1,8864.25,29/06/2016,MASTITIS,Mastitis,1785,16/08/2011,1.02333748,1,-0.076349172,NULL,NULL,NULL,NULL,NULL,6,0,0,NULL,2.5,0,NULL,NULL,NULL,2011,0.072207691,0.154163166,0.15879112,young,-0.083291103,4,220,NULL
1049,7870,954,10/08/2011,2011,C,1,8864.25,29/06/2016,MASTITIS,Mastitis,1785,23/03/2012,0.96634935,2,-0.083291103,-0.076349172,-0.006941931,220,NULL,0.006941931,226,7,1,NULL,2.5,0,NULL,NULL,NULL,2012,0.072207691,0.154163166,0.15879112,young,-0.083291103,4,220,-0.011517295
1050,7870,955,10/08/2011,2011,C,1,8864.25,29/06/2016,MASTITIS,Mastitis,1785,07/03/2013,1.175581809,3,0.062330712,-0.083291103,0.145621816,349,-0.006941931,0.145621816,575,19,2,NULL,2.5,0,NULL,NULL,NULL,2013,0.072207691,0.154163166,0.15879112,older,-0.083291103,4,220,0.152297888
1051,7870,956,10/08/2011,2011,C,1,8864.25,29/06/2016,MASTITIS,Mastitis,1785,13/05/2014,1.613725396,4,0.386140325,0.062330712,0.323809613,432,0.145621816,0.323809613,1007,33,3,NULL,2.25,0,NULL,NULL,NULL,2014,0.072207691,0.154163166,0.15879112,older,-0.083291103,4,220,0.273589141
1043,7868,317,22/06/2010,2010,S,2,7809.26,NULL,NULL,NULL,NULL,28/06/2010,1.065336458,1,0.0100272,NULL,NULL,NULL,NULL,NULL,6,0,0,NULL,2.5,0,NULL,NULL,NULL,2010,-0.070793552,-0.013719332,0.052974272,young,-0.07883966,5,219,NULL
1044,7868,318,22/06/2010,2010,S,2,7809.26,NULL,NULL,NULL,NULL,14/04/2011,0.933312009,2,-0.07883966,0.0100272,-0.08886686,290,NULL,0.08886686,296,10,1,NULL,2.5,0,NULL,NULL,NULL,2011,-0.070793552,-0.013719332,0.052974272,young,-0.07883966,5,219,-0.111849669
1045,7868,319,22/06/2010,2010,S,2,7809.26,NULL,NULL,NULL,NULL,27/03/2012,0.992897109,3,-0.123360007,-0.07883966,-0.044520347,348,-0.08886686,0.044520347,644,21,2,NULL,2.5,0,NULL,NULL,NULL,2012,-0.070793552,-0.013719332,0.052974272,older,-0.07883966,5,219,-0.046695192
1046,7868,320,22/06/2010,2010,S,2,7809.26,NULL,NULL,NULL,NULL,22/02/2013,0.900040298,4,-0.116945166,-0.123360007,0.006414841,332,-0.044520347,0.006414841,976,32,3,NULL,2.75,0,NULL,NULL,NULL,2013,-0.070793552,-0.013719332,0.052974272,older,-0.07883966,5,219,0.007052461
1047,7868,321,22/06/2010,2010,S,2,7809.26,NULL,NULL,NULL,NULL,28/05/2014,1.014934433,5,-0.044850128,-0.116945166,0.072095039,460,0.006414841,0.072095039,1436,47,4,NULL,2,0,NULL,NULL,NULL,2014,-0.070793552,-0.013719332,0.052974272,older,-0.07883966,5,219,0.057205846
1038,7854,90,15/12/2009,2009,C,1,9923.1,30/09/2014,DIED,Died,1750,18/12/2009,1.405218459,1,0.265661533,NULL,NULL,NULL,NULL,NULL,3,0,0,NULL,2.25,0,8,2,0,2009,0.013794183,-0.070617564,0.145351212,young,0.125537972,5,218,NULL
1039,7854,91,15/12/2009,2009,C,1,9923.1,30/09/2014,DIED,Died,1750,14/04/2011,1.202580764,2,0.125537972,0.265661533,-0.140123561,482,NULL,0.140123561,485,16,1,NULL,2.25,0,8,2,0,2011,0.013794183,-0.070617564,0.145351212,older,0.125537972,5,218,-0.106110165
1040,7854,92,15/12/2009,2009,C,1,9923.1,30/09/2014,DIED,Died,1750,27/03/2012,0.907764453,3,-0.166276018,0.125537972,-0.29181399,348,-0.140123561,0.29181399,833,27,2,NULL,2.25,0,8,2,0,2012,0.013794183,-0.070617564,0.145351212,older,0.125537972,5,218,-0.306069271
1041,7854,93,15/12/2009,2009,C,1,9923.1,30/09/2014,DIED,Died,1750,03/04/2013,0.926221798,4,-0.139143849,-0.166276018,0.027132169,372,-0.29181399,0.027132169,1205,40,3,NULL,1.25,0,8,2,0,2013,0.013794183,-0.070617564,0.145351212,older,0.125537972,5,218,0.026621617
1042,7854,94,15/12/2009,2009,C,1,9923.1,30/09/2014,DIED,Died,1750,15/05/2014,0.948129035,5,-0.016808724,-0.139143849,0.122335126,407,0.027132169,0.122335126,1612,53,4,NULL,2.5,0,8,2,0,2014,0.013794183,-0.070617564,0.145351212,older,0.125537972,5,218,0.109710862
1031,7832,957,30/03/2012,2012,S,NULL,NULL,14/08/2014,REPRODUCTIVE DISORDER,Fertility & Reproduction,867,13/04/2012,1.069555913,1,0.06564264,NULL,NULL,NULL,NULL,NULL,14,0,0,NULL,NULL,0,NULL,NULL,NULL,2012,0.08680194,0.107250253,0.258272858,young,-0.085379965,3,217,NULL
1032,7832,958,30/03/2012,2012,S,NULL,NULL,14/08/2014,REPRODUCTIVE DISORDER,Fertility & Reproduction,867,07/03/2013,1.087343712,2,-0.085379965,0.06564264,-0.151022605,328,NULL,0.151022605,342,11,1,NULL,NULL,0,NULL,NULL,NULL,2013,0.08680194,0.107250253,0.258272858,young,-0.085379965,3,217,-0.168058692
1033,7832,959,30/03/2012,2012,S,NULL,NULL,14/08/2014,REPRODUCTIVE DISORDER,Fertility & Reproduction,867,14/08/2014,1.275218767,3,0.280143145,-0.085379965,0.36552311,525,-0.151022605,0.36552311,867,28,2,NULL,NULL,0,NULL,NULL,NULL,2014,0.08680194,0.107250253,0.258272858,older,-0.085379965,3,217,0.254125591
1026,7822,102,20/02/2010,2010,S,1,12308.7,17/07/2014,BRUCELLOSIS/ABORTED,Fertility & Reproduction,1608,26/02/2010,1.448428168,1,0.329274304,NULL,NULL,NULL,NULL,NULL,6,0,0,NULL,3,0,5,0,1,2010,0.253418219,-0.063323174,0.226634236,young,0.106764655,5,216,NULL
1027,7822,103,20/02/2010,2010,S,1,12308.7,17/07/2014,BRUCELLOSIS/ABORTED,Fertility & Reproduction,1608,14/04/2011,1.193622861,2,0.106764655,0.329274304,-0.222509649,412,NULL,0.222509649,418,14,1,NULL,3,0,5,0,1,2011,0.253418219,-0.063323174,0.226634236,older,0.106764655,5,216,-0.197126267
1028,7822,104,20/02/2010,2010,S,1,12308.7,17/07/2014,BRUCELLOSIS/ABORTED,Fertility & Reproduction,1608,27/03/2012,1.388166074,3,0.32168375,0.106764655,0.214919095,348,-0.222509649,0.214919095,766,25,2,NULL,3,0,5,0,1,2012,0.253418219,-0.063323174,0.226634236,older,0.106764655,5,216,0.225418016
1029,7822,105,20/02/2010,2010,S,1,12308.7,17/07/2014,BRUCELLOSIS/ABORTED,Fertility & Reproduction,1608,27/02/2013,1.417469513,4,0.433386779,0.32168375,0.111703029,337,0.214919095,0.111703029,1103,36,3,NULL,2.25,0,5,0,1,2013,0.253418219,-0.063323174,0.226634236,older,0.106764655,5,216,0.120983993
1030,7822,106,20/02/2010,2010,S,1,12308.7,17/07/2014,BRUCELLOSIS/ABORTED,Fertility & Reproduction,1608,28/05/2014,1.244267601,5,0.075981607,0.433386779,-0.357405172,455,0.111703029,0.357405172,1558,51,4,NULL,2,0,5,0,1,2014,0.253418219,-0.063323174,0.226634236,older,0.106764655,5,216,-0.286709643
1020,7816,463,02/09/2009,2009,S,2,6264.2375,NULL,NULL,NULL,NULL,10/09/2009,1.058765875,1,0.046324106,NULL,NULL,NULL,NULL,NULL,8,0,0,492,2.25,0,NULL,NULL,NULL,2009,-0.05626144,-0.025793522,0.11960079,young,-0.171577216,6,215,NULL
1021,7816,464,02/09/2009,2009,S,2,6264.2375,NULL,NULL,NULL,NULL,16/03/2010,0.762046032,2,-0.171577216,0.046324106,-0.217901322,187,NULL,0.217901322,195,6,1,492,2.25,0,NULL,NULL,NULL,2010,-0.05626144,-0.025793522,0.11960079,young,-0.171577216,6,215,-0.425315415
1022,7816,465,02/09/2009,2009,S,2,6264.2375,NULL,NULL,NULL,NULL,29/03/2011,0.955485584,3,-0.118444609,-0.171577216,0.053132607,378,-0.217901322,0.053132607,573,19,2,492,2.25,0,NULL,NULL,NULL,2011,-0.05626144,-0.025793522,0.11960079,older,-0.171577216,6,215,0.051305295
1023,7816,466,02/09/2009,2009,S,2,6264.2375,NULL,NULL,NULL,NULL,20/02/2012,1.125095149,4,0.062940954,-0.118444609,0.181385563,328,0.053132607,0.181385563,901,30,2,NULL,1.75,0,NULL,NULL,NULL,2012,-0.05626144,-0.025793522,0.11960079,older,-0.171577216,6,215,0.201846739
1024,7816,467,02/09/2009,2009,S,2,6264.2375,NULL,NULL,NULL,NULL,21/02/2013,0.955156876,5,-0.074168369,0.062940954,-0.137109323,367,0.181385563,0.137109323,1268,42,3,NULL,2,0,NULL,NULL,NULL,2013,-0.05626144,-0.025793522,0.11960079,older,-0.171577216,6,215,-0.136362133
1025,7816,468,02/09/2009,2009,S,2,6264.2375,NULL,NULL,NULL,NULL,16/05/2014,0.963884351,6,-0.082643504,-0.074168369,-0.008475135,449,-0.137109323,0.008475135,1717,56,5,NULL,1.5,0,NULL,NULL,NULL,2014,-0.05626144,-0.025793522,0.11960079,older,-0.171577216,6,215,-0.006889586
1018,7765,608,03/10/2012,2012,C,NULL,NULL,21/10/2013,ACCIDENT,Accident,383,05/10/2012,0.979070479,1,0.023901789,NULL,NULL,NULL,NULL,NULL,2,0,0,NULL,NULL,0,NULL,NULL,NULL,2012,-0.038212043,-0.124227663,0.124227663,young,-0.100325874,2,214,NULL
1019,7765,609,03/10/2012,2012,C,NULL,NULL,21/10/2013,ACCIDENT,Accident,383,20/10/2013,1.112327945,2,-0.100325874,0.023901789,-0.124227663,380,NULL,0.124227663,382,13,1,NULL,NULL,0,NULL,NULL,NULL,2013,-0.038212043,-0.124227663,0.124227663,older,-0.100325874,2,214,-0.119323939
1013,7743,275,28/09/2009,2009,C,NULL,NULL,15/03/2015,NULL,Reason unknown,1994,01/10/2009,1.005737376,1,0.050568686,NULL,NULL,NULL,NULL,NULL,3,0,0,NULL,NULL,0,NULL,NULL,NULL,2009,0.157453544,0.055741131,0.167640482,young,NA,5,213,NULL
1014,7743,276,28/09/2009,2009,C,NULL,NULL,15/03/2015,NULL,Reason unknown,1994,30/03/2011,1.13052266,2,0.074265468,0.050568686,0.023696782,545,NULL,0.023696782,548,18,2,NULL,NULL,0,NULL,NULL,NULL,2011,0.157453544,0.055741131,0.167640482,older,NA,5,213,0.015870322
1015,7743,277,28/09/2009,2009,C,NULL,NULL,15/03/2015,NULL,Reason unknown,1994,27/02/2012,1.321939946,3,0.306349529,0.074265468,0.232084061,334,0.023696782,0.232084061,882,29,2,NULL,NULL,0,NULL,NULL,NULL,2012,0.157453544,0.055741131,0.167640482,older,NA,5,213,0.253624797
1016,7743,278,28/09/2009,2009,C,NULL,NULL,15/03/2015,NULL,Reason unknown,1994,11/03/2013,1.156591298,4,0.082550827,0.306349529,-0.223798702,378,0.232084061,0.223798702,1260,41,3,NULL,NULL,0,NULL,NULL,NULL,2013,0.157453544,0.055741131,0.167640482,older,NA,5,213,-0.216101921
1017,7743,279,28/09/2009,2009,C,NULL,NULL,15/03/2015,NULL,Reason unknown,1994,02/06/2014,1.405515521,5,0.273533211,0.082550827,0.190982384,448,-0.223798702,0.190982384,1708,56,5,NULL,NULL,0,NULL,NULL,NULL,2014,0.157453544,0.055741131,0.167640482,older,NA,5,213,0.155599487
1009,7674,446,15/06/2009,2009,C,1,9924.25,16/07/2012,REPEAT BREEDER,Fertility & Reproduction,1127,17/06/2009,1.056342848,1,0.035692427,NULL,NULL,NULL,NULL,NULL,2,0,0,576,2.5,0,3,0,1,2009,-0.076175391,-0.058716734,0.138535619,young,-0.15983227,4,212,NULL
1010,7674,447,15/06/2009,2009,C,1,9924.25,16/07/2012,REPEAT BREEDER,Fertility & Reproduction,1127,16/03/2010,0.882054133,2,-0.15983227,0.035692427,-0.195524696,272,NULL,0.195524696,274,9,1,576,2.5,0,3,0,1,2010,-0.076175391,-0.058716734,0.138535619,young,-0.15983227,4,212,-0.26237689
1011,7674,448,15/06/2009,2009,C,1,9924.25,16/07/2012,REPEAT BREEDER,Fertility & Reproduction,1127,28/03/2011,0.939829278,3,-0.040103943,-0.15983227,0.119728327,377,-0.195524696,0.119728327,651,21,2,576,2.5,0,3,0,1,2011,-0.076175391,-0.058716734,0.138535619,older,-0.15983227,4,212,0.115917346
1012,7674,449,15/06/2009,2009,C,1,9924.25,16/07/2012,REPEAT BREEDER,Fertility & Reproduction,1127,17/02/2012,0.914371951,4,-0.140457777,-0.040103943,-0.100353834,326,0.119728327,0.100353834,977,32,3,NULL,2.5,0,3,0,1,2012,-0.076175391,-0.058716734,0.138535619,older,-0.15983227,4,212,-0.112359354
1003,7645,256,04/07/2009,2009,S,2,6474.42,NULL,NULL,NULL,NULL,13/07/2009,1.128716696,1,-0.003265614,NULL,NULL,NULL,NULL,NULL,9,0,0,526,2.25,0,NULL,NULL,NULL,2009,0.000745317,0.028127351,0.169644834,young,0.119017197,6,211,NULL
1004,7645,257,04/07/2009,2009,S,2,6474.42,NULL,NULL,NULL,NULL,16/03/2010,1.250900654,2,0.119017197,-0.003265614,0.122282811,246,NULL,0.122282811,255,8,1,526,2.25,0,NULL,NULL,NULL,2010,0.000745317,0.028127351,0.169644834,young,0.119017197,6,211,0.181435878
1005,7645,258,04/07/2009,2009,S,2,6474.42,NULL,NULL,NULL,NULL,28/03/2011,1.154225371,3,0.099395643,0.119017197,-0.019621554,377,0.122282811,0.019621554,632,21,2,526,2.25,0,NULL,NULL,NULL,2011,0.000745317,0.028127351,0.169644834,older,0.119017197,6,211,-0.018996995
1006,7645,259,04/07/2009,2009,S,2,6474.42,NULL,NULL,NULL,NULL,22/02/2012,0.913120182,4,-0.113269951,0.099395643,-0.212665594,331,-0.019621554,0.212665594,963,32,3,NULL,2.5,0,NULL,NULL,NULL,2012,0.000745317,0.028127351,0.169644834,older,0.119017197,6,211,-0.234510398
1007,7645,260,04/07/2009,2009,S,2,6474.42,NULL,NULL,NULL,NULL,22/02/2013,0.873777665,5,-0.234776511,-0.113269951,-0.121506559,366,-0.212665594,0.121506559,1329,44,4,NULL,2.25,0,NULL,NULL,NULL,2013,0.000745317,0.028127351,0.169644834,older,0.119017197,6,211,-0.121174574
1008,7645,261,04/07/2009,2009,S,2,6474.42,NULL,NULL,NULL,NULL,14/05/2014,1.188313209,6,0.137371139,-0.234776511,0.37214765,446,-0.121506559,0.37214765,1775,58,5,NULL,2,0,NULL,NULL,NULL,2014,0.000745317,0.028127351,0.169644834,older,0.119017197,6,211,0.304560297
999,7637,423,17/02/2009,2009,C,2,3985.2,27/05/2012,ACCIDENT,Accident,1195,22/02/2009,1.236270903,1,0.21617284,NULL,NULL,NULL,NULL,NULL,5,0,0,NULL,2.25,0,2,0,0,2009,-0.015488695,-0.063061452,0.253091351,young,-0.047059739,4,210,NULL
1000,7637,424,17/02/2009,2009,C,2,3985.2,27/05/2012,ACCIDENT,Accident,1195,16/03/2010,0.924699466,2,-0.047059739,0.21617284,-0.263232579,387,NULL,0.263232579,392,13,1,NULL,2.25,0,2,0,0,2010,-0.015488695,-0.063061452,0.253091351,older,-0.047059739,4,210,-0.248268453
1001,7637,425,17/02/2009,2009,C,2,3985.2,27/05/2012,ACCIDENT,Accident,1195,05/07/2011,1.004251447,3,-0.258056365,-0.047059739,-0.210996626,476,-0.263232579,0.210996626,868,28,2,465,1.75,0,2,0,0,2011,-0.015488695,-0.063061452,0.253091351,older,-0.047059739,4,210,-0.161793631
1002,7637,426,17/02/2009,2009,C,2,3985.2,27/05/2012,ACCIDENT,Accident,1195,16/02/2012,1.084795984,4,0.026988484,-0.258056365,0.285044849,226,-0.210996626,0.285044849,1094,36,3,499,NULL,1,2,0,0,2012,-0.015488695,-0.063061452,0.253091351,older,-0.047059739,4,210,0.460360044
993,7626,7,15/10/2008,2008,C,1,6024.016667,14/10/2013,MASTITIS,Mastitis,1825,20/10/2008,0.977479729,1,-0.071944873,NULL,NULL,NULL,NULL,NULL,5,0,0,NULL,2.5,0,7,2,2,2008,-0.131731845,-0.025329868,0.097638778,young,-0.141760873,6,209,NULL
994,7626,8,15/10/2008,2008,C,1,6024.016667,14/10/2013,MASTITIS,Mastitis,1825,16/03/2010,0.90012553,2,-0.141760873,-0.071944873,-0.069816,512,NULL,0.069816,517,17,1,NULL,2.5,0,7,2,2,2010,-0.131731845,-0.025329868,0.097638778,older,-0.141760873,6,209,-0.049771172
995,7626,9,15/10/2008,2008,C,1,6024.016667,14/10/2013,MASTITIS,Mastitis,1825,02/03/2011,0.892566496,3,-0.12094197,-0.141760873,0.020818903,351,-0.069816,0.020818903,868,28,2,NULL,2,1,7,2,2,2011,-0.131731845,-0.025329868,0.097638778,older,-0.141760873,6,209,0.021649287
996,7626,10,15/10/2008,2008,C,1,6024.016667,14/10/2013,MASTITIS,Mastitis,1825,16/02/2012,0.845867813,4,-0.208551255,-0.12094197,-0.087609285,351,0.020818903,0.087609285,1219,40,3,NULL,2.25,0,7,2,2,2012,-0.131731845,-0.025329868,0.097638778,older,-0.141760873,6,209,-0.091103672
997,7626,11,15/10/2008,2008,C,1,6024.016667,14/10/2013,MASTITIS,Mastitis,1825,15/04/2013,0.976698003,5,-0.048597885,-0.208551255,0.15995337,424,-0.087609285,0.15995337,1643,54,5,NULL,3,0,7,2,2,2013,-0.131731845,-0.025329868,0.097638778,older,-0.141760873,6,209,0.137695708
998,7626,12,15/10/2008,2008,C,1,6024.016667,14/10/2013,MASTITIS,Mastitis,1825,14/10/2013,0.940560974,6,-0.198594216,-0.048597885,-0.14999633,182,0.15995337,0.14999633,1825,60,5,NULL,2,0,7,2,2,2013,-0.131731845,-0.025329868,0.097638778,older,-0.141760873,6,209,-0.300816816
987,7602,71,10/08/2009,2009,S,2,8437.725,08/04/2015,HIGH SCC,Mastitis,2067,19/08/2009,1.67389742,1,0.564070415,NULL,NULL,NULL,NULL,NULL,9,0,0,NULL,2.25,0,3,0,0,2009,0.098757381,-0.123080653,0.215721672,young,-0.107026198,6,208,NULL
988,7602,72,10/08/2009,2009,S,2,8437.725,08/04/2015,HIGH SCC,Mastitis,2067,16/03/2010,0.93850891,2,-0.107026198,0.564070415,-0.671096613,209,NULL,0.671096613,218,7,1,NULL,2.25,0,3,0,0,2010,0.098757381,-0.123080653,0.215721672,young,-0.107026198,6,208,-1.172010831
989,7602,73,10/08/2009,2009,S,2,8437.725,08/04/2015,HIGH SCC,Mastitis,2067,29/03/2011,1.117279099,3,0.034386118,-0.107026198,0.141412317,378,-0.671096613,0.141412317,596,20,2,NULL,2.25,0,3,0,0,2011,0.098757381,-0.123080653,0.215721672,older,-0.107026198,6,208,0.13654893
990,7602,74,10/08/2009,2009,S,2,8437.725,08/04/2015,HIGH SCC,Mastitis,2067,16/02/2012,1.330220214,4,0.124576347,0.034386118,0.090190229,324,0.141412317,0.090190229,920,30,3,433,NULL,0,3,0,0,2012,0.098757381,-0.123080653,0.215721672,older,-0.107026198,6,208,0.10160319
991,7602,75,10/08/2009,2009,S,2,8437.725,08/04/2015,HIGH SCC,Mastitis,2067,25/02/2013,1.096857243,5,0.027870458,0.124576347,-0.096705889,375,0.090190229,0.096705889,1295,42,4,433,NULL,0,3,0,0,2013,0.098757381,-0.123080653,0.215721672,older,-0.107026198,6,208,-0.094127065
992,7602,76,10/08/2009,2009,S,2,8437.725,08/04/2015,HIGH SCC,Mastitis,2067,12/05/2014,0.936855226,6,-0.051332853,0.027870458,-0.079203311,441,-0.096705889,0.079203311,1736,57,5,433,NULL,0,3,0,0,2014,0.098757381,-0.123080653,0.215721672,older,-0.107026198,6,208,-0.065553761
978,7588,708,27/06/2010,2010,S,1,11249.7,25/11/2014,ACCIDENT,Accident,1612,02/07/2010,1.056217922,1,0.097572233,NULL,NULL,NULL,NULL,NULL,5,0,0,NULL,2.25,0,6,2,2,2010,0.066216582,-0.02706165,0.071228056,young,0.113111907,5,207,NULL
979,7588,709,27/06/2010,2010,S,1,11249.7,25/11/2014,ACCIDENT,Accident,1612,14/04/2011,1.285835584,2,0.113111907,0.097572233,0.015539674,286,NULL,0.015539674,291,10,1,NULL,2.25,0,6,2,2,2011,0.066216582,-0.02706165,0.071228056,young,0.113111907,5,207,0.019832101
980,7588,710,27/06/2010,2010,S,1,11249.7,25/11/2014,ACCIDENT,Accident,1612,25/02/2013,1.082500443,3,0.029139999,0.113111907,-0.083971909,683,0.015539674,0.083971909,974,32,3,NULL,2.25,0,6,2,2,2013,0.066216582,-0.02706165,0.071228056,older,0.113111907,5,207,-0.044875178
981,7588,711,27/06/2010,2010,S,1,11249.7,25/11/2014,ACCIDENT,Accident,1612,13/05/2014,1.270219131,4,0.101933137,0.029139999,0.072793138,442,-0.083971909,0.072793138,1416,46,4,NULL,2,1,6,2,2,2014,0.066216582,-0.02706165,0.071228056,older,0.113111907,5,207,0.06011198
982,7588,712,27/06/2010,2010,S,1,11249.7,25/11/2014,ACCIDENT,Accident,1612,25/11/2014,1.076592717,5,-0.010674367,0.101933137,-0.112607504,196,0.072793138,0.112607504,1612,53,4,NULL,2,1,6,2,2,2014,0.066216582,-0.02706165,0.071228056,older,0.113111907,5,207,-0.20970275
974,7578,147,11/01/2011,2011,S,1,9302.966667,04/11/2015,FOOT/LEG PROBLEMS,Lameness,1758,21/01/2011,1.342904476,1,0.229653379,NULL,NULL,NULL,NULL,NULL,10,0,0,NULL,2.5,0,5,0,2,2011,-0.014933854,-0.09590059,0.152411423,young,-0.14281464,4,206,NULL
975,7578,148,11/01/2011,2011,S,1,9302.966667,04/11/2015,FOOT/LEG PROBLEMS,Lameness,1758,23/03/2012,0.919339555,2,-0.14281464,0.229653379,-0.37246802,427,NULL,0.37246802,437,14,1,NULL,2.5,0,5,0,2,2012,-0.014933854,-0.09590059,0.152411423,older,-0.14281464,4,206,-0.318386012
