"","recoded_id","X.1","X","dob","birth_year","genetic_group","feed_group","amp_305_lactation","cull_date","cull_reason","herd_life","sample_date","rltl","tel_sample_no","residual_rltl_t","residual_rltl_tminus1","diff_rltl_res","sample_interval","change_at_t_1","abs_diff_rltl_res","age_d","age_m","age_y","live_wgt","cond_score","health_event_2week","health_event_fertil_all","health_event_mastitis_all","health_event_lame_all","sample_year","AgeGroup","av_rltl_1_res","SamplesPerAnimal","Animal_No","average_resid_M2","rltl_change_M2","abs_rltl_change_M2"
"254",2548,337,62,"06/06/2009",2009,"C","2","7017.716667","01/05/2015","ACCIDENT","2155","16/05/2014",1.24138109,6,0.163678163,"0.095553965","0.068124198","449","0.026747565","0.068124198",1805,59,5,"NULL","1.75",0,"7","0","7",2014,"older",0.304953515,6,75,0.118499019,0.0061321168,0.144312302
"255",2559,339,748,"25/11/2010",2010,"S","1","9860.275","11/08/2016","FOOT/LEG PROBLEMS","2086","23/03/2012",0.998935374,2,-0.030461253,"0.241108626","-0.271569879","477","NULL","0.271569879",484,16,1,"NULL","2.25",0,"NULL","NULL","NULL",2012,"older",-0.030461253,4,76,-0.0732394113333333,-0.147949343333333,0.177245127333333
"256",2559,340,749,"25/11/2010",2010,"S","1","9860.275","11/08/2016","FOOT/LEG PROBLEMS","2086","25/02/2013",1.034923029,3,0.013482423,"-0.030461253","0.043943676","339","-0.271569879","0.043943676",823,27,2,"NULL","2",0,"NULL","NULL","NULL",2013,"older",-0.030461253,4,76,-0.0732394113333333,-0.147949343333333,0.177245127333333
"257",2559,341,750,"25/11/2010",2010,"S","1","9860.275","11/08/2016","FOOT/LEG PROBLEMS","2086","13/05/2014",0.842366182,4,-0.202739404,"0.013482423","-0.216221827","442","0.043943676","0.216221827",1265,41,3,"NULL","1.5",0,"NULL","NULL","NULL",2014,"older",-0.030461253,4,76,-0.0732394113333333,-0.147949343333333,0.177245127333333
"258",2661,343,775,"09/07/2011",2011,"S","1","8754.75","NULL","NULL","NULL","23/03/2012",1.089739579,2,-0.021624217,"0.134795256","-0.156419473","252","NULL","0.156419473",258,8,1,"NULL","2.25",0,"NULL","NULL","NULL",2012,"young",-0.021624217,4,77,0.102757736666667,0.0807595263333333,0.202073969
"259",2661,344,776,"09/07/2011",2011,"S","1","8754.75","NULL","NULL","NULL","07/03/2013",1.16175742,3,-0.047176408,"-0.021624217","-0.025552191","349","-0.156419473","0.025552191",607,20,2,"NULL","2.25",0,"NULL","NULL","NULL",2013,"older",-0.021624217,4,77,0.102757736666667,0.0807595263333333,0.202073969
"260",2661,345,777,"09/07/2011",2011,"S","1","8754.75","NULL","NULL","NULL","13/05/2014",1.516630761,4,0.377073835,"-0.047176408","0.424250243","432","-0.025552191","0.424250243",1039,34,3,"NULL","2.25",0,"NULL","NULL","NULL",2014,"older",-0.021624217,4,77,0.102757736666667,0.0807595263333333,0.202073969
"261",2680,347,1311,"01/11/2011",2011,"S","2","4805","30/01/2015","FOOT/LEG PROBLEMS","1186","07/03/2013",0.973992014,2,-0.007937534,"-0.065895155","0.057957622","490","NULL","0.057957622",492,16,1,"NULL","2.25",0,"2","0","0",2013,"older",-0.007937534,3,78,0.016351703,0.053268048,0.053268048
"262",2680,348,1312,"01/11/2011",2011,"S","2","4805","30/01/2015","FOOT/LEG PROBLEMS","1186","14/05/2014",1.15836734,3,0.04064094,"-0.007937534","0.048578474","433","0.057957622","0.048578474",925,30,3,"NULL","1.75",0,"2","0","0",2014,"older",-0.007937534,3,78,0.016351703,0.053268048,0.053268048
"263",2741,353,1300,"20/06/2011",2011,"S","2","8954.466667","NULL","NULL","NULL","23/03/2012",1.11719625,2,-0.100412402,"0.171293834","-0.271706236","270","NULL","0.271706236",277,9,1,"NULL","2.5",0,"NULL","NULL","NULL",2012,"young",-0.100412402,4,79,0.0662935086666667,0.0258140766666667,0.206951567333333
"264",2741,354,1301,"20/06/2011",2011,"S","2","8954.466667","NULL","NULL","NULL","07/03/2013",1.041641691,3,0.050556864,"-0.100412402","0.150969266","349","-0.271706236","0.150969266",626,21,2,"NULL","2.5",0,"NULL","NULL","NULL",2013,"older",-0.100412402,4,79,0.0662935086666667,0.0258140766666667,0.206951567333333
"265",2741,355,1302,"20/06/2011",2011,"S","2","8954.466667","NULL","NULL","NULL","16/05/2014",1.358734649,4,0.248736064,"0.050556864","0.1981792","435","0.150969266","0.1981792",1061,35,3,"NULL","2",0,"NULL","NULL","NULL",2014,"older",-0.100412402,4,79,0.0662935086666667,0.0258140766666667,0.206951567333333
"266",2874,359,499,"03/03/2010",2010,"C","NULL","NULL","04/04/2013","REPEAT BREEDER","1128","14/04/2011",1.058954307,2,-0.049260841,"-0.055593572","0.00633273","402","NULL","0.00633273",407,13,1,"NULL","NULL",0,"NULL","NULL","NULL",2011,"older",-0.049260841,3,81,-0.0477288975,0.0046983085,0.0046983085
"267",2874,360,500,"03/03/2010",2010,"C","NULL","NULL","04/04/2013","REPEAT BREEDER","1128","11/03/2013",1.119935854,4,-0.046196954,"-0.049260841","0.003063887","697","0.00633273","0.003063887",1104,36,3,"NULL","NULL",0,"NULL","NULL","NULL",2013,"older",-0.049260841,3,81,-0.0477288975,0.0046983085,0.0046983085
"268",2880,362,546,"24/10/2010",2010,"S","2","4860.05","20/01/2016","OTHER/SURPLUS","1914","23/03/2012",1.013764867,2,-0.003220597,"-0.143495717","0.140275119","511","NULL","0.140275119",516,17,1,"NULL","2.25",0,"5","0","0",2012,"older",-0.003220597,4,82,-0.141966944666667,-0.00598427,0.166023138666667
"269",2880,363,547,"24/10/2010",2010,"S","2","4860.05","20/01/2016","OTHER/SURPLUS","1914","22/02/2013",0.786765428,3,-0.26123171,"-0.003220597","-0.258011113","336","0.140275119","0.258011113",852,28,2,"NULL","2.25",0,"5","0","0",2013,"older",-0.003220597,4,82,-0.141966944666667,-0.00598427,0.166023138666667
"270",2880,364,548,"24/10/2010",2010,"S","2","4860.05","20/01/2016","OTHER/SURPLUS","1914","14/05/2014",0.98182839,4,-0.161448527,"-0.26123171","0.099783184","446","-0.258011113","0.099783184",1298,43,4,"NULL","2.25",1,"5","0","0",2014,"older",-0.003220597,4,82,-0.141966944666667,-0.00598427,0.166023138666667
"271",2929,368,1273,"11/10/2010",2010,"C","NULL","NULL","04/04/2013","REPRODUCTIVE DISORDER","906","23/03/2012",0.908525579,2,-0.025097669,"0.290650052","-0.315747721","525","NULL","0.315747721",529,17,1,"NULL","NULL",0,"NULL","NULL","NULL",2012,"older",-0.025097669,3,83,0.0013239285,-0.1314522635,0.1842954575
"272",2929,369,1274,"11/10/2010",2010,"C","NULL","NULL","04/04/2013","REPRODUCTIVE DISORDER","906","03/04/2013",1.110983253,3,0.027745526,"-0.025097669","0.052843194","376","-0.315747721","0.052843194",905,30,2,"NULL","NULL",0,"NULL","NULL","NULL",2013,"older",-0.025097669,3,83,0.0013239285,-0.1314522635,0.1842954575
"273",2947,371,1107,"01/06/2011",2011,"C","2","5932","17/07/2014","REPEAT BREEDER","1142","23/03/2012",1.092121557,2,0.005406831,"-0.146952009","0.15235884","284","NULL","0.15235884",296,10,1,"NULL","2.5",0,"5","0","2",2012,"young",0.005406831,4,84,-0.152850538666667,-0.0386370076666667,0.140209567666667
"274",2947,372,1108,"01/06/2011",2011,"C","2","5932","17/07/2014","REPEAT BREEDER","1142","13/03/2013",0.788561948,3,-0.201095415,"0.005406831","-0.206502246","355","0.15235884","0.206502246",651,21,2,"NULL","2.5",0,"5","0","2",2013,"older",0.005406831,4,84,-0.152850538666667,-0.0386370076666667,0.140209567666667
"275",2947,373,1109,"01/06/2011",2011,"C","2","5932","17/07/2014","REPEAT BREEDER","1142","17/07/2014",0.853394084,4,-0.262863032,"-0.201095415","-0.061767617","491","-0.206502246","0.061767617",1142,37,3,"NULL","3.5",0,"5","0","2",2014,"older",0.005406831,4,84,-0.152850538666667,-0.0386370076666667,0.140209567666667
"276",3006,375,347,"29/10/2010",2010,"C","2","7057.6","16/11/2014","DIED","1479","23/03/2012",1.147794352,2,0.096684615,"0.10553701","-0.008852395","504","NULL","0.008852395",511,17,1,"NULL","2.25",0,"4","0","1",2012,"older",0.096684615,5,85,-0.123460169,-0.04083423225,0.16454100275
"277",3006,376,348,"29/10/2010",2010,"C","2","7057.6","16/11/2014","DIED","1479","22/02/2013",0.762145449,3,-0.227511914,"0.096684615","-0.324196529","336","-0.008852395","0.324196529",847,28,2,"NULL","2.25",0,"4","0","1",2013,"older",0.096684615,5,85,-0.123460169,-0.04083423225,0.16454100275
"278",3006,377,349,"29/10/2010",2010,"C","2","7057.6","16/11/2014","DIED","1479","14/05/2014",0.738168351,4,-0.305213459,"-0.227511914","-0.077701546","446","-0.324196529","0.077701546",1293,42,4,"NULL","2",0,"4","0","1",2014,"older",0.096684615,5,85,-0.123460169,-0.04083423225,0.16454100275
"279",3006,378,350,"29/10/2010",2010,"C","2","7057.6","16/11/2014","DIED","1479","16/11/2014",0.985582004,5,-0.057799918,"-0.305213459","0.247413541","186","-0.077701546","0.247413541",1479,48,4,"NULL","2",1,"4","0","1",2014,"older",0.096684615,5,85,-0.123460169,-0.04083423225,0.16454100275
"280",3007,380,42,"21/03/2009",2009,"S","2","7352.5","23/02/2012","ACCIDENT","1069","16/03/2010",1.17994623,2,0.093088024,"-0.001480801","0.094568826","348","NULL","0.094568826",360,12,1,"NULL","2.5",0,"3","0","1",2010,"young",0.093088024,4,86,0.034941106,-0.0867892773333333,0.270165764
"281",3007,381,43,"21/03/2009",2009,"S","2","7352.5","23/02/2012","ACCIDENT","1069","25/03/2011",1.303694052,3,0.273583928,"0.093088024","0.180495904","374","0.094568826","0.180495904",734,24,2,"NULL","2.25",1,"3","0","1",2011,"older",0.093088024,4,86,0.034941106,-0.0867892773333333,0.270165764
"282",3007,382,44,"21/03/2009",2009,"S","2","7352.5","23/02/2012","ACCIDENT","1069","20/02/2012",0.8157655,4,-0.261848634,"0.273583928","-0.535432562","332","0.180495904","0.535432562",1066,35,3,"NULL","2.25",0,"3","0","1",2012,"older",0.093088024,4,86,0.034941106,-0.0867892773333333,0.270165764
"283",3034,384,335,"17/09/2010",2010,"S","1","4901","22/04/2013","OTHER/SURPLUS","948","14/04/2011",0.996560367,2,-0.142594823,"0.126698255","-0.269293077","205","NULL","0.269293077",209,7,1,"NULL","2",0,"2","0","1",2011,"young",-0.142594823,4,87,-0.106061068333333,-0.0827850186666667,0.141893846
"284",3034,385,336,"17/09/2010",2010,"S","1","4901","22/04/2013","OTHER/SURPLUS","948","23/03/2012",1.052175433,3,-0.053931581,"-0.142594823","0.088663241","344","-0.269293077","0.088663241",553,18,2,"NULL","2",0,"2","0","1",2012,"older",-0.142594823,4,87,-0.106061068333333,-0.0827850186666667,0.141893846
"285",3034,386,337,"17/09/2010",2010,"S","1","4901","22/04/2013","OTHER/SURPLUS","948","27/02/2013",0.963773941,4,-0.121656801,"-0.053931581","-0.06772522","341","0.088663241","0.06772522",894,29,2,"NULL","2",1,"2","0","1",2013,"older",-0.142594823,4,87,-0.106061068333333,-0.0827850186666667,0.141893846
"286",3037,388,1045,"04/07/2010",2010,"C","2","6395.725","NULL","NULL","NULL","14/04/2011",1.198119369,2,0.05769135,"-0.007042676","0.064734026","279","NULL","0.064734026",284,9,1,"NULL","2",0,"NULL","NULL","NULL",2011,"young",0.05769135,4,88,0.0365372396666667,-0.0234858906666667,0.114461486
"287",3037,389,1046,"04/07/2010",2010,"C","2","6395.725","NULL","NULL","NULL","22/02/2013",1.088066406,3,0.129420717,"0.05769135","0.071729367","680","0.064734026","0.071729367",964,32,3,"NULL","2",0,"NULL","NULL","NULL",2013,"older",0.05769135,4,88,0.0365372396666667,-0.0234858906666667,0.114461486
"288",3037,390,1047,"04/07/2010",2010,"C","2","6395.725","NULL","NULL","NULL","28/05/2014",0.917575274,4,-0.077500348,"0.129420717","-0.206921065","460","0.071729367","0.206921065",1424,47,4,"NULL","2",0,"NULL","NULL","NULL",2014,"older",0.05769135,4,88,0.0365372396666667,-0.0234858906666667,0.114461486
"289",3062,392,1251,"25/04/2010",2010,"C","NULL","2884.65","15/10/2015","REPEAT BREEDER","1999","14/04/2011",0.862114177,2,-0.281545277,"0.076386253","-0.35793153","350","NULL","0.35793153",354,12,1,"NULL","NULL",0,"NULL","NULL","NULL",2011,"young",-0.281545277,5,89,-0.1302285795,-0.067262096,0.2102187985
"290",3062,393,1252,"25/04/2010",2010,"C","NULL","2884.65","15/10/2015","REPEAT BREEDER","1999","27/03/2012",1.082071055,3,0.004368128,"-0.281545277","0.285913405","348","-0.35793153","0.285913405",702,23,2,"NULL","NULL",0,"NULL","NULL","NULL",2012,"older",-0.281545277,5,89,-0.1302285795,-0.067262096,0.2102187985
"291",3062,394,1253,"25/04/2010",2010,"C","NULL","2884.65","15/10/2015","REPEAT BREEDER","1999","11/03/2013",1.031493929,4,-0.051075038,"0.004368128","-0.055443166","349","0.285913405","0.055443166",1051,34,3,"NULL","NULL",0,"NULL","NULL","NULL",2013,"older",-0.281545277,5,89,-0.1302285795,-0.067262096,0.2102187985
"292",3062,395,1254,"25/04/2010",2010,"C","NULL","2884.65","15/10/2015","REPEAT BREEDER","1999","20/08/2014",0.979729209,5,-0.192662131,"-0.051075038","-0.141587093","527","-0.055443166","0.141587093",1578,52,4,"NULL","NULL",0,"NULL","NULL","NULL",2014,"older",-0.281545277,5,89,-0.1302285795,-0.067262096,0.2102187985
"293",3131,403,527,"06/07/2010",2010,"S","1","11647.05","16/11/2016","FOOT/LEG PROBLEMS","2325","14/04/2011",0.803056599,2,-0.270837544,"-0.074621324","-0.19621622","279","NULL","0.19621622",282,9,1,"NULL","2.25",0,"NULL","NULL","NULL",2011,"young",-0.270837544,5,90,-0.17410836975,0.000945167000000004,0.1359461325
"294",3131,404,528,"06/07/2010",2010,"S","1","11647.05","16/11/2016","FOOT/LEG PROBLEMS","2325","27/03/2012",0.921042707,3,-0.140484784,"-0.270837544","0.13035276","348","-0.19621622","0.13035276",630,21,2,"NULL","2.25",0,"NULL","NULL","NULL",2012,"older",-0.270837544,5,90,-0.17410836975,0.000945167000000004,0.1359461325
"295",3131,405,529,"06/07/2010",2010,"S","1","11647.05","16/11/2016","FOOT/LEG PROBLEMS","2325","27/02/2013",0.832363939,4,-0.214270495,"-0.140484784","-0.073785711","337","0.13035276","0.073785711",967,32,3,"NULL","2",0,"NULL","NULL","NULL",2013,"older",-0.270837544,5,90,-0.17410836975,0.000945167000000004,0.1359461325
"296",3131,406,530,"06/07/2010",2010,"S","1","11647.05","16/11/2016","FOOT/LEG PROBLEMS","2325","15/05/2014",1.072818798,5,-0.070840656,"-0.214270495","0.143429839","442","-0.073785711","0.143429839",1409,46,4,"NULL","1.5",0,"NULL","NULL","NULL",2014,"older",-0.270837544,5,90,-0.17410836975,0.000945167000000004,0.1359461325
"297",3230,412,643,"10/05/2009",2009,"S","NULL","NULL","09/06/2011","REPRODUCTIVE DISORDER","760","16/03/2010",0.897017566,2,-0.131755321,"0.130960138","-0.262715459","301","NULL","0.262715459",310,10,1,"NULL","NULL",0,"NULL","NULL","NULL",2010,"young",-0.131755321,3,91,-0.232644592,-0.2322470005,0.2322470005
"298",3230,413,644,"10/05/2009",2009,"S","NULL","NULL","09/06/2011","REPRODUCTIVE DISORDER","760","28/03/2011",0.750427595,3,-0.333533863,"-0.131755321","-0.201778542","377","-0.262715459","0.201778542",687,23,2,"NULL","NULL",0,"NULL","NULL","NULL",2011,"older",-0.131755321,3,91,-0.232644592,-0.2322470005,0.2322470005
"299",3254,415,1276,"20/11/2010",2010,"C","2","6600.8","NULL","NULL","NULL","23/03/2012",0.993052322,2,-0.212591545,"0.154209311","-0.366800856","484","NULL","0.366800856",489,16,1,"NULL","2.25",0,"NULL","NULL","NULL",2012,"older",-0.212591545,4,92,-0.0626323603333333,-0.0858393926666667,0.312902643333333
"300",3254,416,1277,"20/11/2010",2010,"C","2","6600.8","NULL","NULL","NULL","22/02/2013",1.26843135,3,0.128003331,"-0.212591545","0.340594876","336","-0.366800856","0.340594876",825,27,2,"NULL","2",0,"NULL","NULL","NULL",2013,"older",-0.212591545,4,92,-0.0626323603333333,-0.0858393926666667,0.312902643333333
"301",3254,417,1278,"20/11/2010",2010,"C","2","6600.8","NULL","NULL","NULL","14/05/2014",0.948747879,4,-0.103308867,"0.128003331","-0.231312198","446","0.340594876","0.231312198",1271,42,3,"NULL","1.5",0,"NULL","NULL","NULL",2014,"older",-0.212591545,4,92,-0.0626323603333333,-0.0858393926666667,0.312902643333333
"302",3278,419,1119,"10/08/2011",2011,"S","2","6838.35","NULL","NULL","NULL","23/03/2012",1.186275071,2,0.167290812,"-0.045295004","0.212585816","220","NULL","0.212585816",226,7,1,"NULL","2",0,"NULL","NULL","NULL",2012,"young",0.167290812,4,93,0.053724119,0.018260678,0.140191542666667
"303",3278,420,1120,"10/08/2011",2011,"S","2","6838.35","NULL","NULL","NULL","07/03/2013",1.064250628,3,-0.015605485,"0.167290812","-0.182896297","349","0.212585816","0.182896297",575,19,2,"NULL","2",0,"NULL","NULL","NULL",2013,"older",0.167290812,4,93,0.053724119,0.018260678,0.140191542666667
"304",3278,421,1121,"10/08/2011",2011,"S","2","6838.35","NULL","NULL","NULL","16/05/2014",1.039597154,4,0.00948703,"-0.015605485","0.025092515","435","-0.182896297","0.025092515",1010,33,3,"NULL","1.75",0,"NULL","NULL","NULL",2014,"older",0.167290812,4,93,0.053724119,0.018260678,0.140191542666667
"305",3386,423,281,"25/10/2009",2009,"C","1","7071.833333","20/04/2014","OTHER/SURPLUS","1638","30/03/2011",1.094264396,2,0.032572111,"0.169342186","-0.136770075","509","NULL","0.136770075",521,17,1,"NULL","3",0,"7","1","0",2011,"older",0.032572111,4,94,0.106032926666667,0.0251773046666667,0.116357354666667
"306",3386,424,282,"25/10/2009",2009,"C","1","7071.833333","20/04/2014","OTHER/SURPLUS","1638","16/02/2012",1.132220374,3,0.04065257,"0.032572111","0.008080459","323","-0.136770075","0.008080459",844,28,2,"NULL","2.5",1,"7","1","0",2012,"older",0.032572111,4,94,0.106032926666667,0.0251773046666667,0.116357354666667
"307",3386,425,283,"25/10/2009",2009,"C","1","7071.833333","20/04/2014","OTHER/SURPLUS","1638","25/02/2013",1.52042459,4,0.244874099,"0.04065257","0.20422153","375","0.008080459","0.20422153",1219,40,3,"NULL","2",0,"7","1","0",2013,"older",0.032572111,4,94,0.106032926666667,0.0251773046666667,0.116357354666667
"308",3533,429,603,"13/08/2012",2012,"C","NULL","NULL","14/08/2014","REPRODUCTIVE DISORDER","731","07/03/2013",0.737591047,2,-0.405257902,"-0.14683372","-0.258424182","198","NULL","0.258424182",206,7,1,"NULL","NULL",0,"NULL","NULL","NULL",2013,"young",-0.405257902,4,96,-0.321100654,-0.0543816466666667,0.159176648
"309",3533,430,604,"13/08/2012",2012,"C","NULL","NULL","14/08/2014","REPRODUCTIVE DISORDER","731","03/04/2014",0.711132647,3,-0.2480654,"-0.405257902","0.157192502","392","-0.258424182","0.157192502",598,20,2,"NULL","NULL",0,"NULL","NULL","NULL",2014,"older",-0.405257902,4,96,-0.321100654,-0.0543816466666667,0.159176648
"310",3533,431,605,"13/08/2012",2012,"C","NULL","NULL","14/08/2014","REPRODUCTIVE DISORDER","731","14/08/2014",0.702173009,4,-0.30997866,"-0.2480654","-0.06191326","133","0.157192502","0.06191326",731,24,2,"NULL","NULL",0,"NULL","NULL","NULL",2014,"older",-0.405257902,4,96,-0.321100654,-0.0543816466666667,0.159176648
"311",3609,438,557,"12/04/2011",2011,"S","1","10655.93333","07/09/2016","ACCIDENT","1975","23/03/2012",0.880639769,2,-0.134624499,"-0.146229748","0.011605249","338","NULL","0.011605249",346,11,1,"NULL","2.75",0,"NULL","NULL","NULL",2012,"young",-0.134624499,4,97,0.0231359923333333,0.069742459,0.121767270333333
"312",3609,439,558,"12/04/2011",2011,"S","1","10655.93333","07/09/2016","ACCIDENT","1975","07/03/2013",1.281518021,3,0.141034846,"-0.134624499","0.275659345","349","0.011605249","0.275659345",695,23,2,"NULL","2.75",0,"NULL","NULL","NULL",2013,"older",-0.134624499,4,97,0.0231359923333333,0.069742459,0.121767270333333
"313",3609,440,559,"12/04/2011",2011,"S","1","10655.93333","07/09/2016","ACCIDENT","1975","28/05/2014",1.108103216,4,0.06299763,"0.141034846","-0.078037217","447","0.275659345","0.078037217",1142,37,3,"NULL","2",0,"NULL","NULL","NULL",2014,"older",-0.134624499,4,97,0.0231359923333333,0.069742459,0.121767270333333
"314",3610,442,900,"30/05/2010",2010,"C","NULL","592.7","06/06/2014","NULL","1468","14/04/2011",1.154427546,2,0.062859742,"0.017629261","0.04523048","314","NULL","0.04523048",319,10,1,"NULL","NULL",0,"NULL","NULL","NULL",2011,"young",0.062859742,5,98,-0.15569872925,-0.0453542235,0.130956951
"315",3610,443,901,"30/05/2010",2010,"C","NULL","592.7","06/06/2014","NULL","1468","14/03/2012",0.88552548,3,-0.289762607,"0.062859742","-0.352622349","335","0.04523048","0.352622349",654,21,2,"NULL","NULL",0,"NULL","NULL","NULL",2012,"older",0.062859742,5,98,-0.15569872925,-0.0453542235,0.130956951
"316",3610,444,902,"30/05/2010",2010,"C","NULL","592.7","06/06/2014","NULL","1468","11/03/2013",0.943183667,4,-0.23210442,"-0.289762607","0.057658187","362","-0.352622349","0.057658187",1016,33,3,"NULL","NULL",0,"NULL","NULL","NULL",2013,"older",0.062859742,5,98,-0.15569872925,-0.0453542235,0.130956951
"317",3610,445,903,"30/05/2010",2010,"C","NULL","592.7","06/06/2014","NULL","1468","05/06/2014",0.874485365,5,-0.163787632,"-0.23210442","0.068316788","451","0.057658187","0.068316788",1467,48,4,"NULL","NULL",0,"NULL","NULL","NULL",2014,"older",0.062859742,5,98,-0.15569872925,-0.0453542235,0.130956951
"318",3661,447,657,"25/08/2009",2009,"S","2","8173.3","11/08/2015","REPEAT BREEDER","2177","16/03/2010",1.36930876,2,0.317252014,"0.267514335","0.049737679","197","NULL","0.049737679",203,7,1,"NULL","2.25",0,"NULL","NULL","NULL",2010,"young",0.317252014,7,99,0.0951311753333333,-0.0322991595,0.1003410575
"319",3661,448,658,"25/08/2009",2009,"S","2","8173.3","11/08/2015","REPEAT BREEDER","2177","30/03/2011",1.254023402,3,0.136809417,"0.317252014","-0.180442598","379","0.049737679","0.180442598",582,19,2,"NULL","2.25",0,"NULL","NULL","NULL",2011,"older",0.317252014,7,99,0.0951311753333333,-0.0322991595,0.1003410575
"320",3661,449,659,"25/08/2009",2009,"S","2","8173.3","11/08/2015","REPEAT BREEDER","2177","20/02/2012",1.003449278,4,-0.073593514,"0.136809417","-0.21040293","327","-0.180442598","0.21040293",909,30,2,"NULL","1.5",0,"NULL","NULL","NULL",2012,"older",0.317252014,7,99,0.0951311753333333,-0.0322991595,0.1003410575
"321",3661,450,660,"25/08/2009",2009,"S","2","8173.3","11/08/2015","REPEAT BREEDER","2177","21/02/2013",1.109834578,5,0.06183744,"-0.073593514","0.135430953","367","-0.21040293","0.135430953",1276,42,3,"NULL","1.75",0,"NULL","NULL","NULL",2013,"older",0.317252014,7,99,0.0951311753333333,-0.0322991595,0.1003410575
"322",3661,451,661,"25/08/2009",2009,"S","2","8173.3","11/08/2015","REPEAT BREEDER","2177","16/05/2014",1.227153656,6,0.054762316,"0.06183744","-0.007075123","449","0.135430953","0.007075123",1725,57,5,"NULL","1",0,"NULL","NULL","NULL",2014,"older",0.317252014,7,99,0.0951311753333333,-0.0322991595,0.1003410575
"323",3661,452,662,"25/08/2009",2009,"S","2","8173.3","11/08/2015","REPEAT BREEDER","2177","16/12/2014",1.118824965,7,0.073719379,"0.054762316","0.018957062","214","-0.007075123","0.018957062",1939,64,5,"NULL","2.5",0,"NULL","NULL","NULL",2014,"older",0.317252014,7,99,0.0951311753333333,-0.0322991595,0.1003410575
"324",3735,463,176,"03/07/2011",2011,"C","2","6986.8","15/10/2015","REPEAT BREEDER","1565","23/03/2012",1.312765645,2,0.146632837,"0.277190484","-0.130557647","259","NULL","0.130557647",264,9,1,"NULL","2.5",0,"3","0","2",2012,"young",0.146632837,4,100,0.0152964453333333,-0.0826739696666667,0.188727737
"325",3735,464,177,"03/07/2011",2011,"C","2","6986.8","15/10/2015","REPEAT BREEDER","1565","13/03/2013",0.944029542,3,-0.129912076,"0.146632837","-0.276544913","355","-0.130557647","0.276544913",619,20,2,"NULL","2.5",0,"3","0","2",2013,"older",0.146632837,4,100,0.0152964453333333,-0.0826739696666667,0.188727737
"326",3735,465,178,"03/07/2011",2011,"C","2","6986.8","15/10/2015","REPEAT BREEDER","1565","14/05/2014",1.137383723,4,0.029168575,"-0.129912076","0.159080651","427","-0.276544913","0.159080651",1046,34,3,"NULL","2",0,"3","0","2",2014,"older",0.146632837,4,100,0.0152964453333333,-0.0826739696666667,0.188727737
"327",3795,467,919,"26/10/2010",2010,"C","2","6126.1","05/05/2016","REPEAT BREEDER","2018","23/03/2012",1.064628618,2,-0.041478396,"0.175474379","-0.216952775","511","NULL","0.216952775",514,17,1,"NULL","2",0,"NULL","NULL","NULL",2012,"older",-0.041478396,4,101,-0.019161248,-0.0280784786666667,0.160400634666667
"328",3795,468,920,"26/10/2010",2010,"C","2","6126.1","05/05/2016","REPEAT BREEDER","2018","22/02/2013",0.947727135,3,-0.107244291,"-0.041478396","-0.065765895","336","-0.216952775","0.065765895",850,28,2,"NULL","1.5",0,"NULL","NULL","NULL",2013,"older",-0.041478396,4,101,-0.019161248,-0.0280784786666667,0.160400634666667
"329",3795,469,921,"26/10/2010",2010,"C","2","6126.1","05/05/2016","REPEAT BREEDER","2018","14/05/2014",1.12063557,4,0.091238943,"-0.107244291","0.198483234","446","-0.065765895","0.198483234",1296,42,4,"NULL","1.5",0,"NULL","NULL","NULL",2014,"older",-0.041478396,4,101,-0.019161248,-0.0280784786666667,0.160400634666667
"330",3926,480,2,"18/09/2008",2008,"C","1","9446.75","15/04/2016","NOT SERVED - POLICY","2766","16/03/2010",1.284008824,2,0.075074996,"0.195296628","-0.120221632","537","NULL","0.120221632",544,18,1,"NULL","2.25",0,"NULL","NULL","NULL",2010,"older",0.075074996,6,102,-0.0269909248,-0.027869903,0.1268750002
"331",3926,481,3,"18/09/2008",2008,"C","1","9446.75","15/04/2016","NOT SERVED - POLICY","2766","02/03/2011",0.882375988,3,-0.19156563,"0.075074996","-0.266640626","351","-0.120221632","0.266640626",895,29,2,"NULL","2.25",0,"NULL","NULL","NULL",2011,"older",0.075074996,6,102,-0.0269909248,-0.027869903,0.1268750002
"332",3926,482,4,"18/09/2008",2008,"C","1","9446.75","15/04/2016","NOT SERVED - POLICY","2766","16/02/2012",0.924597235,4,-0.057332313,"-0.19156563","0.134233317","351","-0.266640626","0.134233317",1246,41,3,"NULL","1.75",0,"NULL","NULL","NULL",2012,"older",0.075074996,6,102,-0.0269909248,-0.027869903,0.1268750002
"333",3926,483,5,"18/09/2008",2008,"C","1","9446.75","15/04/2016","NOT SERVED - POLICY","2766","25/02/2013",1.089028225,5,-0.017078789,"-0.057332313","0.040253524","375","0.134233317","0.040253524",1621,53,4,"NULL","2",0,"NULL","NULL","NULL",2013,"older",0.075074996,6,102,-0.0269909248,-0.027869903,0.1268750002
"334",3926,484,6,"18/09/2008",2008,"C","1","9446.75","15/04/2016","NOT SERVED - POLICY","2766","12/05/2014",1.076288168,6,0.055947112,"-0.017078789","0.073025902","441","0.040253524","0.073025902",2062,68,6,"NULL","2.25",0,"NULL","NULL","NULL",2014,"older",0.075074996,6,102,-0.0269909248,-0.027869903,0.1268750002
