"","recoded_id","dob","birth_year","genetic_group","feed_group","amp_305_lactation","cull_date","cull_reason","herd_life","sample_date","rltl","tel_sample_no","residual_rltl_t","residual_rltl_tminus1","diff_rltl_res","sample_interval","change_at_t_1","abs_diff_rlrl_res","age_d","age_m","age_y","live_wgt","cond_score","health_event_2week","health_event_fertil_all","health_event_mastitis_all","health_event_lame_all"
"261",7645,"04/07/2009",2009,"S","2","6474.42","NULL","NULL","NULL","14/05/2014",1.188313209,6,0.137371139,"-0.234776511","0.37214765","446","-0.121506559","0.37214765",1775,58,5,"NULL","2",0,"NULL","NULL","NULL"
"262",25,"14/07/2009",2009,"C","2","7301.2","06/08/2015","REPEAT BREEDER","2214","16/07/2009",0.941479199,1,-0.103175441,"NULL","NULL","NULL","NULL","NULL",2,0,0,"519","2.25",0,"7","0","0"
"263",25,"14/07/2009",2009,"C","2","7301.2","06/08/2015","REPEAT BREEDER","2214","20/02/2012",0.843234265,2,-0.242196477,"-0.103175441","-0.139021036","949","NULL","0.139021036",951,31,3,"NULL","2.5",0,"7","0","0"
"264",25,"14/07/2009",2009,"C","2","7301.2","06/08/2015","REPEAT BREEDER","2214","21/02/2013",0.878074098,3,-0.188408226,"-0.242196477","0.053788251","367","-0.139021036","0.053788251",1318,43,4,"NULL","2",0,"7","0","0"
"265",25,"14/07/2009",2009,"C","2","7301.2","06/08/2015","REPEAT BREEDER","2214","16/05/2014",1.037209702,4,-0.06261854,"-0.188408226","0.125789686","449","0.053788251","0.125789686",1767,58,5,"NULL","2.5",1,"7","0","0"
"266",8896,"25/08/2009",2009,"S","1","11290.45","01/05/2015","REPEAT BREEDER","2075","31/08/2009",1.349067335,1,0.24423315,"NULL","NULL","NULL","NULL","NULL",6,0,0,"532","2.5",0,"9","2","2"
"267",8896,"25/08/2009",2009,"S","1","11290.45","01/05/2015","REPEAT BREEDER","2075","16/03/2010",1.027159354,2,-0.027812072,"0.24423315","-0.272045223","197","NULL","0.272045223",203,7,1,"532","2.5",0,"9","2","2"
"268",8896,"25/08/2009",2009,"S","1","11290.45","01/05/2015","REPEAT BREEDER","2075","28/03/2011",1.0567059,3,-0.030008826,"-0.027812072","-0.002196754","377","-0.272045223","0.002196754",580,19,2,"532","2.5",0,"9","2","2"
"269",8896,"25/08/2009",2009,"S","1","11290.45","01/05/2015","REPEAT BREEDER","2075","16/02/2012",1.483383956,4,0.207833465,"-0.030008826","0.237842291","325","-0.002196754","0.237842291",905,30,2,"NULL","2.25",0,"9","2","2"
"270",8896,"25/08/2009",2009,"S","1","11290.45","01/05/2015","REPEAT BREEDER","2075","25/02/2013",1.047110109,5,-0.002314493,"0.207833465","-0.210147959","375","0.237842291","0.210147959",1280,42,4,"NULL","2.25",0,"9","2","2"
"271",8896,"25/08/2009",2009,"S","1","11290.45","01/05/2015","REPEAT BREEDER","2075","13/05/2014",1.221827532,6,0.161116394,"-0.002314493","0.163430887","442","-0.210147959","0.163430887",1722,56,5,"NULL","2.25",0,"9","2","2"
"272",525,"01/09/2009",2009,"S","1","NULL","30/09/2011","DIED","759","10/09/2009",1.489805615,1,0.424538821,"NULL","NULL","NULL","NULL","NULL",9,0,0,"574","2.25",0,"0","0","1"
"273",525,"01/09/2009",2009,"S","1","NULL","30/09/2011","DIED","759","16/03/2010",1.058120741,2,0.021189171,"0.424538821","-0.40334965","187","NULL","0.40334965",196,6,1,"574","2.25",0,"0","0","1"
"274",525,"01/09/2009",2009,"S","1","NULL","30/09/2011","DIED","759","28/03/2011",1.29918867,3,0.260915673,"0.021189171","0.239726503","377","-0.40334965","0.239726503",573,19,2,"574","2.25",0,"0","0","1"
"275",7743,"28/09/2009",2009,"C","NULL","NULL","15/03/2015","NULL","1994","01/10/2009",1.005737376,1,0.050568686,"NULL","NULL","NULL","NULL","NULL",3,0,0,"NULL","NULL",0,"NULL","NULL","NULL"
"276",7743,"28/09/2009",2009,"C","NULL","NULL","15/03/2015","NULL","1994","30/03/2011",1.13052266,2,0.074265468,"0.050568686","0.023696782","545","NULL","0.023696782",548,18,2,"NULL","NULL",0,"NULL","NULL","NULL"
"277",7743,"28/09/2009",2009,"C","NULL","NULL","15/03/2015","NULL","1994","27/02/2012",1.321939946,3,0.306349529,"0.074265468","0.232084061","334","0.023696782","0.232084061",882,29,2,"NULL","NULL",0,"NULL","NULL","NULL"
"278",7743,"28/09/2009",2009,"C","NULL","NULL","15/03/2015","NULL","1994","11/03/2013",1.156591298,4,0.082550827,"0.306349529","-0.223798702","378","0.232084061","0.223798702",1260,41,3,"NULL","NULL",0,"NULL","NULL","NULL"
"279",7743,"28/09/2009",2009,"C","NULL","NULL","15/03/2015","NULL","1994","02/06/2014",1.405515521,5,0.273533211,"0.082550827","0.190982384","448","-0.223798702","0.190982384",1708,56,5,"NULL","NULL",0,"NULL","NULL","NULL"
"280",3386,"25/10/2009",2009,"C","1","7071.833333","20/04/2014","OTHER/SURPLUS","1638","06/11/2009",1.227149686,1,0.169342186,"NULL","NULL","NULL","NULL","NULL",12,0,0,"NULL","3",0,"7","1","0"
"281",3386,"25/10/2009",2009,"C","1","7071.833333","20/04/2014","OTHER/SURPLUS","1638","30/03/2011",1.094264396,2,0.032572111,"0.169342186","-0.136770075","509","NULL","0.136770075",521,17,1,"NULL","3",0,"7","1","0"
"282",3386,"25/10/2009",2009,"C","1","7071.833333","20/04/2014","OTHER/SURPLUS","1638","16/02/2012",1.132220374,3,0.04065257,"0.032572111","0.008080459","323","-0.136770075","0.008080459",844,28,2,"NULL","2.5",1,"7","1","0"
"283",3386,"25/10/2009",2009,"C","1","7071.833333","20/04/2014","OTHER/SURPLUS","1638","25/02/2013",1.52042459,4,0.244874099,"0.04065257","0.20422153","375","0.008080459","0.20422153",1219,40,3,"NULL","2",0,"7","1","0"
"284",7441,"14/11/2009",2009,"C","NULL","NULL","03/11/2014","OTHER/SURPLUS","1815","17/11/2009",1.234084819,1,0.102201362,"NULL","NULL","NULL","NULL","NULL",3,0,0,"NULL","NULL",0,"NULL","NULL","NULL"
"285",7441,"14/11/2009",2009,"C","NULL","NULL","03/11/2014","OTHER/SURPLUS","1815","14/04/2011",1.052739352,2,0.048988906,"0.102201362","-0.053212456","513","NULL","0.053212456",516,17,1,"NULL","NULL",0,"NULL","NULL","NULL"
"286",7441,"14/11/2009",2009,"C","NULL","NULL","03/11/2014","OTHER/SURPLUS","1815","27/02/2012",1.241589106,3,0.131762101,"0.048988906","0.082773195","319","-0.053212456","0.082773195",835,27,2,"NULL","NULL",0,"NULL","NULL","NULL"
"287",7441,"14/11/2009",2009,"C","NULL","NULL","03/11/2014","OTHER/SURPLUS","1815","11/03/2013",1.042532951,4,0.019255417,"0.131762101","-0.112506684","378","0.082773195","0.112506684",1213,40,3,"NULL","NULL",0,"NULL","NULL","NULL"
"288",7441,"14/11/2009",2009,"C","NULL","NULL","03/11/2014","OTHER/SURPLUS","1815","02/06/2014",0.996113979,5,-0.066040216,"0.019255417","-0.085295633","448","-0.112506684","0.085295633",1661,54,5,"NULL","NULL",0,"NULL","NULL","NULL"
"289",7487,"04/11/2009",2009,"C","NULL","NULL","19/12/2011","REPRODUCTIVE DISORDER","775","09/11/2009",1.276423564,1,0.32261167,"NULL","NULL","NULL","NULL","NULL",5,0,0,"NULL","NULL",0,"NULL","NULL","NULL"
"290",7487,"04/11/2009",2009,"C","NULL","NULL","19/12/2011","REPRODUCTIVE DISORDER","775","28/03/2011",1.198293338,2,0.156406935,"0.32261167","-0.166204735","504","NULL","0.166204735",509,17,1,"NULL","NULL",0,"NULL","NULL","NULL"
"291",7487,"04/11/2009",2009,"C","NULL","NULL","19/12/2011","REPRODUCTIVE DISORDER","775","17/12/2011",0.958298462,3,-0.096531266,"0.156406935","-0.252938201","264","-0.166204735","0.252938201",773,25,2,"NULL","NULL",0,"NULL","NULL","NULL"
"292",7060,"19/12/2009",2009,"S","2","4287.933333","13/09/2013","FOOT/LEG PROBLEMS","1364","23/12/2009",1.621826073,1,0.404217421,"NULL","NULL","NULL","NULL","NULL",4,0,0,"NULL","2.25",0,"3","0","0"
"293",7060,"19/12/2009",2009,"S","2","4287.933333","13/09/2013","FOOT/LEG PROBLEMS","1364","28/03/2011",1.269985914,2,-0.005564577,"0.404217421","-0.409781998","460","NULL","0.409781998",464,15,1,"NULL","2.25",0,"3","0","0"
"294",7060,"19/12/2009",2009,"S","2","4287.933333","13/09/2013","FOOT/LEG PROBLEMS","1364","20/02/2012",1.035068371,3,-0.023246906,"-0.005564577","-0.01768233","329","-0.409781998","0.01768233",793,26,2,"NULL","2",0,"3","0","0"
"295",7060,"19/12/2009",2009,"S","2","4287.933333","13/09/2013","FOOT/LEG PROBLEMS","1364","22/02/2013",1.200794223,4,0.151369621,"-0.023246906","0.174616527","368","-0.01768233","0.174616527",1161,38,3,"NULL","2",0,"3","0","0"
"296",5050,"31/12/2009",2009,"S","2","8500.525","NULL","NULL","NULL","08/01/2010",1.262667601,1,0.290908396,"NULL","NULL","NULL","NULL","NULL",8,0,0,"NULL","2.25",0,"NULL","NULL","NULL"
"297",5050,"31/12/2009",2009,"S","2","8500.525","NULL","NULL","NULL","30/03/2011",1.187403994,2,0.038262975,"0.290908396","-0.252645421","446","NULL","0.252645421",454,15,1,"NULL","2.25",0,"NULL","NULL","NULL"
"298",5050,"31/12/2009",2009,"S","2","8500.525","NULL","NULL","NULL","20/02/2012",1.128909395,3,0.037341591,"0.038262975","-0.000921384","327","-0.252645421","0.000921384",781,26,2,"NULL","2.25",0,"NULL","NULL","NULL"
"299",5050,"31/12/2009",2009,"S","2","8500.525","NULL","NULL","NULL","21/02/2013",1.369789916,4,0.303307592,"0.037341591","0.265966002","367","-0.000921384","0.265966002",1148,38,3,"NULL","1.5",0,"NULL","NULL","NULL"
"300",5050,"31/12/2009",2009,"S","2","8500.525","NULL","NULL","NULL","16/05/2014",1.135699282,5,0.181887388,"0.303307592","-0.121420204","449","0.265966002","0.121420204",1597,52,4,"NULL","1.75",0,"NULL","NULL","NULL"
"301",8716,"16/01/2010",2010,"C","NULL","3293.6","03/10/2016","OTHER/SURPLUS","2452","18/01/2010",1.195866879,1,0.112629152,"NULL","NULL","NULL","NULL","NULL",2,0,0,"NULL","NULL",0,"NULL","NULL","NULL"
"302",8716,"16/01/2010",2010,"C","NULL","3293.6","03/10/2016","OTHER/SURPLUS","2452","14/04/2011",1.058641951,2,-0.041186291,"0.112629152","-0.153815443","451","NULL","0.153815443",453,15,1,"NULL","NULL",0,"NULL","NULL","NULL"
"303",8716,"16/01/2010",2010,"C","NULL","3293.6","03/10/2016","OTHER/SURPLUS","2452","11/03/2013",1.072972315,3,-0.044754085,"-0.041186291","-0.003567794","697","-0.153815443","0.003567794",1150,38,3,"NULL","NULL",0,"NULL","NULL","NULL"
"304",8716,"16/01/2010",2010,"C","NULL","3293.6","03/10/2016","OTHER/SURPLUS","2452","09/06/2014",1.278591324,4,0.105867647,"-0.044754085","0.150621732","455","-0.003567794","0.150621732",1605,53,4,"NULL","NULL",0,"NULL","NULL","NULL"
"305",5756,"21/02/2010",2010,"C","2","3085.15","14/06/2013","ACCIDENT","1209","26/02/2010",0.953721951,1,-0.070648461,"NULL","NULL","NULL","NULL","NULL",5,0,0,"NULL","2.5",0,"3","0","0"
"306",5756,"21/02/2010",2010,"C","2","3085.15","14/06/2013","ACCIDENT","1209","14/04/2011",1.041621813,2,-0.029159731,"-0.070648461","0.04148873","412","NULL","0.04148873",417,14,1,"NULL","2.5",0,"3","0","0"
"307",5756,"21/02/2010",2010,"C","2","3085.15","14/06/2013","ACCIDENT","1209","21/02/2012",1.200519933,3,0.124813333,"-0.029159731","0.153973064","313","0.04148873","0.153973064",730,24,2,"NULL","2.5",0,"3","0","0"
"308",5756,"21/02/2010",2010,"C","2","3085.15","14/06/2013","ACCIDENT","1209","21/02/2013",1.041109128,4,-0.010947618,"0.124813333","-0.135760951","366","0.153973064","0.135760951",1096,36,3,"NULL","2.5",0,"3","0","0"
"309",4718,"11/03/2010",2010,"S","2","5870.8","02/04/2015","FOOT/LEG PROBLEMS","1848","15/03/2010",1.210823003,1,0.156128102,"NULL","NULL","NULL","NULL","NULL",4,0,0,"NULL","2.25",0,"7","0","4"
"310",4718,"11/03/2010",2010,"S","2","5870.8","02/04/2015","FOOT/LEG PROBLEMS","1848","14/04/2011",1.108942616,2,0.002835602,"0.156128102","-0.1532925","395","NULL","0.1532925",399,13,1,"NULL","2.25",0,"7","0","4"
"311",4718,"11/03/2010",2010,"S","2","5870.8","02/04/2015","FOOT/LEG PROBLEMS","1848","21/02/2012",0.749232947,3,-0.249562666,"0.002835602","-0.252398268","313","-0.1532925","0.252398268",712,23,2,"NULL","2.25",0,"7","0","4"
"312",4718,"11/03/2010",2010,"S","2","5870.8","02/04/2015","FOOT/LEG PROBLEMS","1848","03/04/2013",1.116095904,4,0.033202923,"-0.249562666","0.282765589","407","-0.252398268","0.282765589",1119,37,3,"NULL","2.25",0,"7","0","4"
"313",4718,"11/03/2010",2010,"S","2","5870.8","02/04/2015","FOOT/LEG PROBLEMS","1848","16/05/2014",1.111375929,5,-0.164174562,"0.033202923","-0.197377485","408","0.282765589","0.197377485",1527,50,4,"NULL","2.5",0,"7","0","4"
"314",270,"05/04/2010",2010,"S","1","4861.1","16/07/2012","HIGH SCC","833","08/04/2010",0.926345015,1,-0.028823675,"NULL","NULL","NULL","NULL","NULL",3,0,0,"NULL","2",0,"2","1","1"
"315",270,"05/04/2010",2010,"S","1","4861.1","16/07/2012","HIGH SCC","833","14/04/2011",1.043005597,2,-0.042712018,"-0.028823675","-0.013888343","371","NULL","0.013888343",374,12,1,"NULL","2",0,"2","1","1"
"316",270,"05/04/2010",2010,"S","1","4861.1","16/07/2012","HIGH SCC","833","23/02/2012",0.970173943,3,0.011528254,"-0.042712018","0.054240272","315","-0.013888343","0.054240272",689,23,2,"NULL","2",0,"2","1","1"
"317",7868,"22/06/2010",2010,"S","2","7809.26","NULL","NULL","NULL","28/06/2010",1.065336458,1,0.0100272,"NULL","NULL","NULL","NULL","NULL",6,0,0,"NULL","2.5",0,"NULL","NULL","NULL"
"318",7868,"22/06/2010",2010,"S","2","7809.26","NULL","NULL","NULL","14/04/2011",0.933312009,2,-0.07883966,"0.0100272","-0.08886686","290","NULL","0.08886686",296,10,1,"NULL","2.5",0,"NULL","NULL","NULL"
"319",7868,"22/06/2010",2010,"S","2","7809.26","NULL","NULL","NULL","27/03/2012",0.992897109,3,-0.123360007,"-0.07883966","-0.044520347","348","-0.08886686","0.044520347",644,21,2,"NULL","2.5",0,"NULL","NULL","NULL"
"320",7868,"22/06/2010",2010,"S","2","7809.26","NULL","NULL","NULL","22/02/2013",0.900040298,4,-0.116945166,"-0.123360007","0.006414841","332","-0.044520347","0.006414841",976,32,3,"NULL","2.75",0,"NULL","NULL","NULL"
"321",7868,"22/06/2010",2010,"S","2","7809.26","NULL","NULL","NULL","28/05/2014",1.014934433,5,-0.044850128,"-0.116945166","0.072095039","460","0.006414841","0.072095039",1436,47,4,"NULL","2",0,"NULL","NULL","NULL"
"322",6140,"27/07/2010",2010,"S","2","5161.3","06/06/2013","REPEAT BREEDER","1045","02/08/2010",0.989939175,1,-0.064479893,"NULL","NULL","NULL","NULL","NULL",6,0,0,"NULL","2.5",0,"3","0","0"
"323",6140,"27/07/2010",2010,"S","2","5161.3","06/06/2013","REPEAT BREEDER","1045","14/04/2011",0.753579169,2,-0.26540509,"-0.064479893","-0.200925197","255","NULL","0.200925197",261,9,1,"NULL","2.5",0,"3","0","0"
"324",6140,"27/07/2010",2010,"S","2","5161.3","06/06/2013","REPEAT BREEDER","1045","21/02/2013",1.033344497,3,0.061585292,"-0.26540509","0.326990382","679","-0.200925197","0.326990382",940,31,3,"NULL","2.5",0,"3","0","0"
"325",5939,"31/07/2010",2010,"C","1","4464.55","14/01/2014","OTHER/SURPLUS","1263","05/08/2010",0.800210358,1,-0.261943837,"NULL","NULL","NULL","NULL","NULL",5,0,0,"NULL","2",0,"1","0","0"
"326",5939,"31/07/2010",2010,"C","1","4464.55","14/01/2014","OTHER/SURPLUS","1263","14/04/2011",0.951186703,2,-0.380498011,"-0.261943837","-0.118554174","252","NULL","0.118554174",257,8,1,"NULL","2",0,"1","0","0"
"327",5939,"31/07/2010",2010,"C","1","4464.55","14/01/2014","OTHER/SURPLUS","1263","29/02/2012",0.734854889,3,-0.300210068,"-0.380498011","0.080287943","321","-0.118554174","0.080287943",578,19,2,"NULL","2",0,"1","0","0"
"328",5939,"31/07/2010",2010,"C","1","4464.55","14/01/2014","OTHER/SURPLUS","1263","25/02/2013",0.702023079,4,-0.44620867,"-0.300210068","-0.145998603","362","0.080287943","0.145998603",940,31,3,"NULL","2.5",0,"1","0","0"
"329",5939,"31/07/2010",2010,"C","1","4464.55","14/01/2014","OTHER/SURPLUS","1263","14/01/2014",0.851942864,5,-0.260208907,"-0.44620867","0.185999764","323","-0.145998603","0.185999764",1263,41,3,"NULL","2",1,"1","0","0"
"330",10125,"15/08/2010",2010,"C","NULL","271.6","11/08/2015","NOT SERVED - POLICY","1822","17/08/2010",1.142658971,1,0.029149963,"NULL","NULL","NULL","NULL","NULL",2,0,0,"NULL","NULL",0,"NULL","NULL","NULL"
"331",10125,"15/08/2010",2010,"C","NULL","271.6","11/08/2015","NOT SERVED - POLICY","1822","14/04/2011",0.827446714,2,-0.213938881,"0.029149963","-0.243088844","240","NULL","0.243088844",242,8,1,"NULL","NULL",0,"NULL","NULL","NULL"
"332",10125,"15/08/2010",2010,"C","NULL","271.6","11/08/2015","NOT SERVED - POLICY","1822","25/02/2013",0.780431792,3,-0.249678332,"-0.213938881","-0.035739451","683","-0.243088844","0.035739451",925,30,3,"NULL","NULL",0,"NULL","NULL","NULL"
"333",10125,"15/08/2010",2010,"C","NULL","271.6","11/08/2015","NOT SERVED - POLICY","1822","02/06/2014",0.779760854,4,-0.38852514,"-0.249678332","-0.138846808","462","-0.035739451","0.138846808",1387,45,4,"NULL","NULL",0,"NULL","NULL","NULL"
"334",3034,"17/09/2010",2010,"S","1","4901","22/04/2013","OTHER/SURPLUS","948","21/09/2010",1.172233363,1,0.126698255,"NULL","NULL","NULL","NULL","NULL",4,0,0,"NULL","2",0,"2","0","1"
"335",3034,"17/09/2010",2010,"S","1","4901","22/04/2013","OTHER/SURPLUS","948","14/04/2011",0.996560367,2,-0.142594823,"0.126698255","-0.269293077","205","NULL","0.269293077",209,7,1,"NULL","2",0,"2","0","1"
"336",3034,"17/09/2010",2010,"S","1","4901","22/04/2013","OTHER/SURPLUS","948","23/03/2012",1.052175433,3,-0.053931581,"-0.142594823","0.088663241","344","-0.269293077","0.088663241",553,18,2,"NULL","2",0,"2","0","1"
"337",3034,"17/09/2010",2010,"S","1","4901","22/04/2013","OTHER/SURPLUS","948","27/02/2013",0.963773941,4,-0.121656801,"-0.053931581","-0.06772522","341","0.088663241","0.06772522",894,29,2,"NULL","2",1,"2","0","1"
"338",318,"12/10/2010",2010,"C","2","5916.425","NULL","NULL","NULL","15/10/2010",1.239390357,1,0.033216769,"NULL","NULL","NULL","NULL","NULL",3,0,0,"NULL","2",0,"NULL","NULL","NULL"
"339",318,"12/10/2010",2010,"C","2","5916.425","NULL","NULL","NULL","23/03/2012",0.748634138,2,-0.316731509,"0.033216769","-0.349948278","525","NULL","0.349948278",528,17,1,"NULL","2",0,"NULL","NULL","NULL"
"340",318,"12/10/2010",2010,"C","2","5916.425","NULL","NULL","NULL","21/02/2013",1.01939394,3,-0.072734565,"-0.316731509","0.243996944","335","-0.349948278","0.243996944",863,28,2,"NULL","2.5",0,"NULL","NULL","NULL"
"341",318,"12/10/2010",2010,"C","2","5916.425","NULL","NULL","NULL","28/05/2014",0.865728414,4,-0.119453646,"-0.072734565","-0.046719081","461","0.243996944","0.046719081",1324,43,4,"NULL","2",0,"NULL","NULL","NULL"
"342",7522,"24/10/2010",2010,"S","2","6608.9","NULL","NULL","NULL","29/10/2010",1.331202099,1,0.327387679,"NULL","NULL","NULL","NULL","NULL",5,0,0,"NULL","2.25",0,"NULL","NULL","NULL"
"343",7522,"24/10/2010",2010,"S","2","6608.9","NULL","NULL","NULL","23/03/2012",1.334154571,2,0.220903474,"0.327387679","-0.106484205","511","NULL","0.106484205",516,17,1,"NULL","2.25",0,"NULL","NULL","NULL"
"344",7522,"24/10/2010",2010,"S","2","6608.9","NULL","NULL","NULL","22/02/2013",0.995614264,3,-0.055495473,"0.220903474","-0.276398947","336","-0.106484205","0.276398947",852,28,2,"NULL","2.5",0,"NULL","NULL","NULL"
"345",7522,"24/10/2010",2010,"S","2","6608.9","NULL","NULL","NULL","14/05/2014",0.903729639,4,-0.149630805,"-0.055495473","-0.094135332","446","-0.276398947","0.094135332",1298,43,4,"NULL","2.25",0,"NULL","NULL","NULL"
"346",3006,"29/10/2010",2010,"C","2","7057.6","16/11/2014","DIED","1479","05/11/2010",1.215535595,1,0.10553701,"NULL","NULL","NULL","NULL","NULL",7,0,0,"NULL","2.25",0,"4","0","1"
"347",3006,"29/10/2010",2010,"C","2","7057.6","16/11/2014","DIED","1479","23/03/2012",1.147794352,2,0.096684615,"0.10553701","-0.008852395","504","NULL","0.008852395",511,17,1,"NULL","2.25",0,"4","0","1"
"348",3006,"29/10/2010",2010,"C","2","7057.6","16/11/2014","DIED","1479","22/02/2013",0.762145449,3,-0.227511914,"0.096684615","-0.324196529","336","-0.008852395","0.324196529",847,28,2,"NULL","2.25",0,"4","0","1"
"349",3006,"29/10/2010",2010,"C","2","7057.6","16/11/2014","DIED","1479","14/05/2014",0.738168351,4,-0.305213459,"-0.227511914","-0.077701546","446","-0.324196529","0.077701546",1293,42,4,"NULL","2",0,"4","0","1"
"350",3006,"29/10/2010",2010,"C","2","7057.6","16/11/2014","DIED","1479","16/11/2014",0.985582004,5,-0.057799918,"-0.305213459","0.247413541","186","-0.077701546","0.247413541",1479,48,4,"NULL","2",1,"4","0","1"
"351",10177,"07/12/2010",2010,"C","1","7842.733333","04/11/2015","MASTITIS","1793","10/12/2010",1.024741157,1,0.008120092,"NULL","NULL","NULL","NULL","NULL",3,0,0,"NULL","2",0,"4","2","6"
"352",10177,"07/12/2010",2010,"C","1","7842.733333","04/11/2015","MASTITIS","1793","23/03/2012",0.950124537,2,-0.097872601,"0.008120092","-0.105992694","469","NULL","0.105992694",472,15,1,"NULL","2",0,"4","2","6"
"353",10177,"07/12/2010",2010,"C","1","7842.733333","04/11/2015","MASTITIS","1793","03/04/2013",0.83945055,3,-0.222241735,"-0.097872601","-0.124369134","376","-0.105992694","0.124369134",848,28,2,"NULL","2",0,"4","2","6"
"354",10177,"07/12/2010",2010,"C","1","7842.733333","04/11/2015","MASTITIS","1793","15/05/2014",0.987396633,4,-0.036973779,"-0.222241735","0.185267956","407","-0.124369134","0.185267956",1255,41,3,"NULL","1.75",1,"4","2","6"
"355",10010,"17/02/2011",2011,"S","2","8394.2","05/05/2016","REPEAT BREEDER","1904","22/02/2011",1.213365753,1,0.165368615,"NULL","NULL","NULL","NULL","NULL",5,0,0,"NULL","2.25",0,"NULL","NULL","NULL"
"356",10010,"17/02/2011",2011,"S","2","8394.2","05/05/2016","REPEAT BREEDER","1904","23/03/2012",1.168091228,2,0.129818231,"0.165368615","-0.035550383","395","NULL","0.035550383",400,13,1,"NULL","2.25",0,"NULL","NULL","NULL"
"357",10010,"17/02/2011",2011,"S","2","8394.2","05/05/2016","REPEAT BREEDER","1904","21/02/2013",0.853936698,3,-0.223106094,"0.129818231","-0.352924325","335","-0.035550383","0.352924325",735,24,2,"NULL","2.25",0,"NULL","NULL","NULL"
"358",10010,"17/02/2011",2011,"S","2","8394.2","05/05/2016","REPEAT BREEDER","1904","16/05/2014",1.023222597,4,-0.088929174,"-0.223106094","0.13417692","449","-0.352924325","0.13417692",1184,39,3,"NULL","1.75",0,"NULL","NULL","NULL"
"359",7062,"15/03/2011",2011,"C","1","8430.2","23/06/2016","ACCIDENT","1927","22/03/2011",1.285254885,1,0.248323315,"NULL","NULL","NULL","NULL","NULL",7,0,0,"NULL","2",0,"NULL","NULL","NULL"
"360",7062,"15/03/2011",2011,"C","1","8430.2","23/06/2016","ACCIDENT","1927","23/03/2012",1.240087198,2,0.075950717,"0.248323315","-0.172372598","367","NULL","0.172372598",374,12,1,"NULL","2",0,"NULL","NULL","NULL"
"361",7062,"15/03/2011",2011,"C","1","8430.2","23/06/2016","ACCIDENT","1927","27/02/2013",0.889307518,3,-0.101777309,"0.075950717","-0.177728025","341","-0.172372598","0.177728025",715,23,2,"NULL","2",0,"NULL","NULL","NULL"
"362",7062,"15/03/2011",2011,"C","1","8430.2","23/06/2016","ACCIDENT","1927","15/05/2014",1.058304076,4,0.008243657,"-0.101777309","0.110020966","442","-0.177728025","0.110020966",1157,38,3,"NULL","2.5",0,"NULL","NULL","NULL"
"363",9268,"31/03/2011",2011,"S","NULL","6987.9","NULL","NULL","NULL","05/04/2011",1.022652547,1,0.002554484,"NULL","NULL","NULL","NULL","NULL",5,0,0,"NULL","NULL",0,"NULL","NULL","NULL"
"364",9268,"31/03/2011",2011,"S","NULL","6987.9","NULL","NULL","NULL","23/03/2012",1.187753121,2,0.163814029,"0.002554484","0.161259546","353","NULL","0.161259546",358,12,1,"NULL","NULL",0,"NULL","NULL","NULL"
"365",9268,"31/03/2011",2011,"S","NULL","6987.9","NULL","NULL","NULL","07/03/2013",1.164726745,3,0.10351472,"0.163814029","-0.060299309","349","0.161259546","0.060299309",707,23,2,"NULL","NULL",0,"NULL","NULL","NULL"
"366",9268,"31/03/2011",2011,"S","NULL","6987.9","NULL","NULL","NULL","12/05/2014",1.352537233,4,0.265924261,"0.10351472","0.162409541","431","-0.060299309","0.162409541",1138,37,3,"NULL","NULL",0,"NULL","NULL","NULL"
"367",9220,"16/04/2011",2011,"S","1","5302.9","01/11/2013","ACCIDENT","930","20/04/2011",1.007386956,1,-0.136014351,"NULL","NULL","NULL","NULL","NULL",4,0,0,"NULL","2.5",0,"2","0","0"
"368",9220,"16/04/2011",2011,"S","1","5302.9","01/11/2013","ACCIDENT","930","23/03/2012",1.051412531,2,-0.010840518,"-0.136014351","0.125173834","338","NULL","0.125173834",342,11,1,"NULL","2.5",0,"2","0","0"
"369",9220,"16/04/2011",2011,"S","1","5302.9","01/11/2013","ACCIDENT","930","15/04/2013",0.807567182,3,-0.216250872,"-0.010840518","-0.205410355","388","0.125173834","0.205410355",730,24,2,"NULL","2.5",0,"2","0","0"
"370",9220,"16/04/2011",2011,"S","1","5302.9","01/11/2013","ACCIDENT","930","01/11/2013",1.150294292,4,-0.125256199,"-0.216250872","0.090994674","200","-0.205410355","0.090994674",930,30,3,"NULL","1.75",1,"2","0","0"
"371",4609,"02/06/2011",2011,"C","1","NULL","06/06/2013","FOOT/LEG PROBLEMS","735","13/06/2011",0.934248916,1,-0.127905279,"NULL","NULL","NULL","NULL","NULL",11,0,0,"NULL","2.25",0,"NULL","NULL","NULL"
"372",4609,"02/06/2011",2011,"C","1","NULL","06/06/2013","FOOT/LEG PROBLEMS","735","23/03/2012",1.061182722,2,-0.088326921,"-0.127905279","0.039578358","284","NULL","0.039578358",295,10,1,"NULL","2.25",0,"NULL","NULL","NULL"
"373",4609,"02/06/2011",2011,"C","1","NULL","06/06/2013","FOOT/LEG PROBLEMS","735","15/04/2013",1.084156816,3,0.006542682,"-0.088326921","0.094869603","388","0.039578358","0.094869603",683,22,2,"NULL","2.25",0,"NULL","NULL","NULL"
"374",6776,"24/06/2011",2011,"S","2","7546.425","NULL","NULL","NULL","27/06/2011",1.023888853,1,0.064690806,"NULL","NULL","NULL","NULL","NULL",3,0,0,"NULL","2.25",0,"NULL","NULL","NULL"
