"","recoded_id","RLTL0","S_date0","herd_life","cull_date","dob","tel_sample_no","sample_year0","RLTL1","S_date1","sample_year","sample_interval","sInt","CutoffDate","Event","TimeMeasure","ResDiff","ResDiff_3G"
"163",6436,0.06920794,"02/08/2010","1094","25/07/2013","27/07/2010",1,2010,-0.04584184,"14/04/2011",2011,255,255,"01/01/2017",1,1094,-0.11504978,2
"164",6447,0.21090433,"16/07/2009","724","05/07/2011","11/07/2009",1,2009,0.016303272,"16/03/2010",2010,243,243,"01/01/2017",1,724,-0.194601058,1
"165",6535,0.119357805,"27/04/2011","1567","06/08/2015","22/04/2011",1,2011,-0.096464567,"23/03/2012",2012,331,331,"01/01/2017",1,1567,-0.215822372,1
"166",6546,0.317395041,"03/12/2009","750","19/12/2011","29/11/2009",1,2009,-0.086993116,"14/04/2011",2011,497,497,"01/01/2017",1,750,-0.404388157,1
"167",6585,-0.310769117,"12/01/2009","1701","30/08/2013","02/01/2009",1,2009,-0.192844711,"16/03/2010",2010,428,428,"01/01/2017",1,1701,0.117924406,3
"168",6626,-0.126463976,"10/07/2012","495","15/11/2013","08/07/2012",1,2012,-0.111963155,"07/03/2013",2013,240,240,"01/01/2017",1,495,0.014500821,3
"169",6696,-0.02087567,"21/04/2009","1381","24/01/2013","14/04/2009",1,2009,-0.064373538,"16/03/2010",2010,329,329,"01/01/2017",1,1381,-0.043497868,3
"170",6747,-0.124163605,"03/08/2012","830","04/11/2014","27/07/2012",1,2012,-0.182289123,"07/03/2013",2013,216,216,"01/01/2017",1,830,-0.058125518,2
"171",6776,0.064690806,"27/06/2011","NULL","NULL","24/06/2011",1,2011,-0.253766065,"23/03/2012",2012,270,270,"01/01/2017",0,2018,-0.318456871,1
"172",6784,0.044072392,"04/03/2011","NULL","NULL","22/02/2011",1,2011,0.140522373,"23/03/2012",2012,385,385,"01/01/2017",0,2140,0.096449981,3
"173",6815,0.174544785,"22/02/2009","2146","08/01/2015","22/02/2009",1,2009,0.129461665,"16/03/2010",2010,387,387,"01/01/2017",1,2146,-0.04508312,3
"174",6873,0.208021832,"10/03/2009","1006","08/12/2011","07/03/2009",1,2009,0.161274745,"16/03/2010",2010,371,371,"01/01/2017",1,1006,-0.046747087,2
"175",6894,0.177617013,"13/01/2010","1937","01/05/2015","10/01/2010",1,2010,-0.022598438,"14/04/2011",2011,456,456,"01/01/2017",1,1937,-0.200215451,1
"176",6927,0.113402129,"05/04/2011","NULL","NULL","24/03/2011",1,2011,0.173574534,"23/03/2012",2012,353,353,"01/01/2017",0,2110,0.060172405,3
"177",6944,-0.047402088,"02/07/2010","2192","29/06/2016","29/06/2010",1,2010,-0.191335179,"14/04/2011",2011,286,286,"01/01/2017",1,2192,-0.143933091,2
"178",6951,0.028393514,"05/04/2010","1855","01/05/2015","02/04/2010",1,2010,-0.027435292,"14/04/2011",2011,374,374,"01/01/2017",1,1855,-0.055828806,2
"179",6951,0.186507155,"08/04/2010","1855","01/05/2015","02/04/2010",2,2010,-0.027435292,"14/04/2011",2011,371,371,"01/01/2017",1,1855,-0.213942447,1
"180",6951,0.063310103,"19/05/2010","1855","01/05/2015","02/04/2010",3,2010,-0.027435292,"14/04/2011",2011,330,330,"01/01/2017",1,1855,-0.090745395,2
"181",6957,0.17237866,"24/05/2010","NULL","NULL","20/05/2010",1,2010,0.21406844,"14/04/2011",2011,325,325,"01/01/2017",0,2418,0.04168978,3
"182",7002,-0.086366799,"09/02/2009","2476","20/11/2015","08/02/2009",1,2009,-0.088321646,"16/03/2010",2010,400,400,"01/01/2017",1,2476,-0.00195484700000001,3
"183",7027,-0.051502484,"03/03/2009","2077","04/11/2014","26/02/2009",1,2009,-0.060648062,"16/03/2010",2010,378,378,"01/01/2017",1,2077,-0.009145578,3
"184",7060,0.404217421,"23/12/2009","1364","13/09/2013","19/12/2009",1,2009,-0.005564577,"28/03/2011",2011,460,460,"01/01/2017",1,1364,-0.409781998,1
"185",7062,0.248323315,"22/03/2011","1927","23/06/2016","15/03/2011",1,2011,0.075950717,"23/03/2012",2012,367,367,"01/01/2017",1,1927,-0.172372598,2
"186",7120,0.147793482,"20/02/2009","1978","17/07/2014","15/02/2009",1,2009,0.181289547,"16/03/2010",2010,389,389,"01/01/2017",1,1978,0.033496065,3
"187",7224,-0.012704124,"01/02/2010","1551","26/04/2014","26/01/2010",1,2010,-0.034217131,"14/04/2011",2011,437,437,"01/01/2017",1,1551,-0.021513007,3
"188",7232,0.004874115,"21/01/2011","1575","01/05/2015","07/01/2011",1,2011,-0.211498184,"23/03/2012",2012,427,427,"01/01/2017",1,1575,-0.216372299,1
"189",7239,0.067033349,"08/06/2009","2510","15/04/2016","01/06/2009",1,2009,0.135058827,"16/03/2010",2010,281,281,"01/01/2017",1,2510,0.068025478,3
"190",7286,-0.122299636,"01/08/2011","NULL","NULL","23/07/2011",1,2011,-0.165961383,"23/03/2012",2012,235,235,"01/01/2017",0,1989,-0.043661747,3
"191",7358,0.027916039,"17/05/2011","699","05/04/2013","07/05/2011",1,2011,-0.239260657,"23/03/2012",2012,311,311,"01/01/2017",1,699,-0.267176696,1
"192",7441,0.102201362,"17/11/2009","1815","03/11/2014","14/11/2009",1,2009,0.048988906,"14/04/2011",2011,513,513,"01/01/2017",1,1815,-0.053212456,2
"193",7445,-0.018540856,"06/05/2010","NULL","NULL","29/04/2010",1,2010,-0.1055282,"14/04/2011",2011,343,343,"01/01/2017",0,2439,-0.086987344,2
"194",7487,0.32261167,"09/11/2009","775","19/12/2011","04/11/2009",1,2009,0.156406935,"28/03/2011",2011,504,504,"01/01/2017",1,775,-0.166204735,2
"195",7522,0.327387679,"29/10/2010","NULL","NULL","24/10/2010",1,2010,0.220903474,"23/03/2012",2012,511,511,"01/01/2017",0,2261,-0.106484205,2
"196",7526,0.274662219,"18/01/2010","1177","04/04/2013","13/01/2010",1,2010,-0.019819642,"14/04/2011",2011,451,451,"01/01/2017",1,1177,-0.294481861,1
"197",7543,-0.199799524,"22/02/2009","2090","09/11/2014","18/02/2009",1,2009,-0.201553199,"16/03/2010",2010,387,387,"01/01/2017",1,2090,-0.00175367499999998,3
"198",7544,0.090529957,"09/01/2009","895","09/06/2011","26/12/2008",1,2009,0.085935541,"16/03/2010",2010,431,431,"01/01/2017",1,895,-0.00459441599999999,3
"199",7578,0.229653379,"21/01/2011","1758","04/11/2015","11/01/2011",1,2011,-0.14281464,"23/03/2012",2012,427,427,"01/01/2017",1,1758,-0.372468019,1
"200",7588,0.097572233,"02/07/2010","1612","25/11/2014","27/06/2010",1,2010,0.113111907,"14/04/2011",2011,286,286,"01/01/2017",1,1612,0.015539674,3
"201",7602,0.564070415,"19/08/2009","2067","08/04/2015","10/08/2009",1,2009,-0.107026198,"16/03/2010",2010,209,209,"01/01/2017",1,2067,-0.671096613,1
"202",7626,-0.071944873,"20/10/2008","1825","14/10/2013","15/10/2008",1,2008,-0.141760873,"16/03/2010",2010,512,512,"01/01/2017",1,1825,-0.069816,2
"203",7637,0.21617284,"22/02/2009","1195","27/05/2012","17/02/2009",1,2009,-0.047059739,"16/03/2010",2010,387,387,"01/01/2017",1,1195,-0.263232579,1
"204",7645,-0.003265614,"13/07/2009","NULL","NULL","04/07/2009",1,2009,0.119017197,"16/03/2010",2010,246,246,"01/01/2017",0,2738,0.122282811,3
"205",7674,0.035692427,"17/06/2009","1127","16/07/2012","15/06/2009",1,2009,-0.15983227,"16/03/2010",2010,272,272,"01/01/2017",1,1127,-0.195524697,1
"206",7765,0.023901789,"05/10/2012","383","21/10/2013","03/10/2012",1,2012,-0.100325874,"20/10/2013",2013,380,380,"01/01/2017",1,383,-0.124227663,2
"207",7816,0.046324106,"10/09/2009","NULL","NULL","02/09/2009",1,2009,-0.171577216,"16/03/2010",2010,187,187,"01/01/2017",0,2678,-0.217901322,1
"208",7822,0.329274304,"26/02/2010","1608","17/07/2014","20/02/2010",1,2010,0.106764655,"14/04/2011",2011,412,412,"01/01/2017",1,1608,-0.222509649,1
"209",7832,0.06564264,"13/04/2012","867","14/08/2014","30/03/2012",1,2012,-0.085379965,"07/03/2013",2013,328,328,"01/01/2017",1,867,-0.151022605,2
"210",7854,0.265661533,"18/12/2009","1750","30/09/2014","15/12/2009",1,2009,0.125537972,"14/04/2011",2011,482,482,"01/01/2017",1,1750,-0.140123561,2
"211",7868,0.0100272,"28/06/2010","NULL","NULL","22/06/2010",1,2010,-0.07883966,"14/04/2011",2011,290,290,"01/01/2017",0,2385,-0.08886686,2
"212",7870,-0.076349172,"16/08/2011","1785","29/06/2016","10/08/2011",1,2011,-0.083291103,"23/03/2012",2012,220,220,"01/01/2017",1,1785,-0.006941931,3
"213",7908,0.083518657,"09/04/2009","2767","01/11/2016","05/04/2009",1,2009,-0.053396858,"16/03/2010",2010,341,341,"01/01/2017",1,2767,-0.136915515,2
"214",7982,0.475991896,"13/02/2013","330","08/01/2014","12/02/2013",1,2013,0.041269689,"03/04/2014",2014,414,414,"01/01/2017",1,330,-0.434722207,1
"215",8017,-0.098054254,"07/09/2010","NULL","NULL","04/09/2010",1,2010,-0.172451293,"14/04/2011",2011,219,219,"01/01/2017",0,2311,-0.074397039,2
"216",8142,0.058142945,"16/01/2012","1205","01/05/2015","12/01/2012",1,2012,-0.180476748,"07/03/2013",2013,416,416,"01/01/2017",1,1205,-0.238619693,1
"217",8204,0.110099956,"19/05/2010","2079","20/01/2016","12/05/2010",1,2010,0.019920904,"14/04/2011",2011,330,330,"01/01/2017",1,2079,-0.090179052,2
"218",8269,0.535735103,"21/10/2011","995","10/07/2014","19/10/2011",1,2011,0.42712725,"07/03/2013",2013,503,503,"01/01/2017",1,995,-0.108607853,2
"219",8287,0.094863565,"31/08/2009","2541","11/08/2016","27/08/2009",1,2009,0.118753316,"16/03/2010",2010,197,197,"01/01/2017",1,2541,0.023889751,3
"220",8321,0.008514944,"18/01/2010","NULL","NULL","13/01/2010",1,2010,-0.086540919,"14/04/2011",2011,451,451,"01/01/2017",0,2545,-0.095055863,2
"221",8328,0.020056155,"10/02/2010","NULL","NULL","06/02/2010",1,2010,0.019626133,"14/04/2011",2011,428,428,"01/01/2017",0,2521,-0.000430021999999999,3
"222",8332,0.128979785,"17/12/2010","1786","03/11/2015","13/12/2010",1,2010,-0.024468161,"23/03/2012",2012,462,462,"01/01/2017",1,1786,-0.153447946,2
"223",8345,-0.026792949,"14/05/2010","1557","14/08/2014","10/05/2010",1,2010,-0.207888457,"14/04/2011",2011,335,335,"01/01/2017",1,1557,-0.181095508,2
"224",8421,0.28727571,"23/12/2009","1483","10/01/2014","19/12/2009",1,2009,0.059125911,"30/03/2011",2011,462,462,"01/01/2017",1,1483,-0.228149799,1
"225",8439,-0.17062158,"16/10/2008","2579","05/11/2015","13/10/2008",1,2008,-0.131303431,"16/03/2010",2010,516,516,"01/01/2017",1,2579,0.039318149,3
"226",8447,0.000750386,"13/07/2009","1193","04/10/2012","29/06/2009",1,2009,-0.136555395,"16/03/2010",2010,246,246,"01/01/2017",1,1193,-0.137305781,2
"227",8455,-0.230252324,"21/09/2010","2035","15/04/2016","19/09/2010",1,2010,-0.430891479,"14/04/2011",2011,205,205,"01/01/2017",1,2035,-0.200639155,1
"228",8481,0.036245336,"18/01/2010","NULL","NULL","12/01/2010",1,2010,-0.183509242,"14/04/2011",2011,451,451,"01/01/2017",0,2546,-0.219754578,1
"229",8514,-0.060167496,"05/11/2010","NULL","NULL","31/10/2010",1,2010,0.040516789,"23/03/2012",2012,504,504,"01/01/2017",0,2254,0.100684285,3
"230",8556,-0.058949288,"04/10/2010","1633","17/03/2015","26/09/2010",1,2010,-0.079519289,"14/04/2011",2011,192,192,"01/01/2017",1,1633,-0.020570001,3
"231",8556,-0.058949288,"04/10/2010","1633","17/03/2015","26/09/2010",1,2010,-0.017718461,"23/03/2012",2012,536,536,"01/01/2017",1,1633,0.041230827,3
"232",8584,-0.164123215,"31/08/2009","2333","08/01/2016","19/08/2009",1,2009,0.066867712,"16/03/2010",2010,197,197,"01/01/2017",1,2333,0.230990927,3
"233",8617,0.012526768,"08/12/2009","1597","18/04/2014","03/12/2009",1,2009,0.135641615,"30/03/2011",2011,477,477,"01/01/2017",1,1597,0.123114847,3
"234",8649,-0.04874501,"15/07/2011","1280","08/01/2015","08/07/2011",1,2011,0.067643252,"23/03/2012",2012,252,252,"01/01/2017",1,1280,0.116388262,3
"235",8652,0.289556068,"23/01/2009","2113","04/11/2014","21/01/2009",1,2009,-0.086971559,"16/03/2010",2010,417,417,"01/01/2017",1,2113,-0.376527627,1
"236",8707,-0.047934056,"02/08/2010","NULL","NULL","27/07/2010",1,2010,-0.178236233,"14/04/2011",2011,255,255,"01/01/2017",0,2350,-0.130302177,2
"237",8716,0.112629152,"18/01/2010","2452","03/10/2016","16/01/2010",1,2010,-0.041186291,"14/04/2011",2011,451,451,"01/01/2017",1,2452,-0.153815443,2
"238",8727,0.015936232,"27/04/2011","1661","05/11/2015","19/04/2011",1,2011,-0.237189128,"23/03/2012",2012,331,331,"01/01/2017",1,1661,-0.25312536,1
"239",8762,0.17568163,"29/04/2010","1992","09/10/2015","26/04/2010",1,2010,0.061356255,"14/04/2011",2011,350,350,"01/01/2017",1,1992,-0.114325375,2
"240",8767,-0.048560905,"22/06/2010","2015","22/12/2015","16/06/2010",1,2010,-0.119541024,"14/04/2011",2011,296,296,"01/01/2017",1,2015,-0.070980119,2
"241",8896,0.24423315,"31/08/2009","2075","01/05/2015","25/08/2009",1,2009,-0.027812072,"16/03/2010",2010,197,197,"01/01/2017",1,2075,-0.272045222,1
"242",8911,-0.04129102,"22/06/2010","NULL","NULL","17/06/2010",1,2010,0.065185161,"14/04/2011",2011,296,296,"01/01/2017",0,2390,0.106476181,3
"243",9002,0.244966624,"22/03/2011","NULL","NULL","13/03/2011",1,2011,-0.102861029,"23/03/2012",2012,367,367,"01/01/2017",0,2121,-0.347827653,1
"244",9029,-0.096663206,"22/02/2009","NULL","NULL","20/02/2009",1,2009,-0.077468127,"16/03/2010",2010,387,387,"01/01/2017",0,2872,0.019195079,3
"245",9126,0.115774401,"15/10/2012","908","02/04/2015","06/10/2012",1,2012,-0.020460606,"03/04/2014",2014,535,535,"01/01/2017",1,908,-0.136235007,2
"246",9151,0.128871328,"20/04/2011","NULL","NULL","15/04/2011",1,2011,-0.18411839,"23/03/2012",2012,338,338,"01/01/2017",0,2088,-0.312989718,1
"247",9220,-0.136014351,"20/04/2011","930","01/11/2013","16/04/2011",1,2011,-0.010840518,"23/03/2012",2012,338,338,"01/01/2017",1,930,0.125173833,3
"248",9268,0.002554484,"05/04/2011","NULL","NULL","31/03/2011",1,2011,0.163814029,"23/03/2012",2012,353,353,"01/01/2017",0,2103,0.161259545,3
"249",9277,0.034025217,"01/08/2011","1902","03/10/2016","20/07/2011",1,2011,0.043016347,"23/03/2012",2012,235,235,"01/01/2017",1,1902,0.00899113,3
"250",9406,0.206546254,"20/04/2011","NULL","NULL","16/04/2011",1,2011,0.044802656,"23/03/2012",2012,338,338,"01/01/2017",0,2087,-0.161743598,2
"251",9447,-0.091045302,"06/01/2011","822","04/04/2013","03/01/2011",1,2011,-0.242383775,"23/03/2012",2012,442,442,"01/01/2017",1,822,-0.151338473,2
"252",9477,-0.154094613,"20/10/2008","2017","25/04/2014","16/10/2008",1,2008,-0.19339262,"16/03/2010",2010,512,512,"01/01/2017",1,2017,-0.039298007,3
"253",9493,0.142760282,"16/08/2011","NULL","NULL","10/08/2011",1,2011,-0.018360627,"23/03/2012",2012,220,220,"01/01/2017",0,1971,-0.161120909,2
"254",9518,0.14806463,"25/08/2010","1345","25/04/2014","19/08/2010",1,2010,-0.24060579,"14/04/2011",2011,232,232,"01/01/2017",1,1345,-0.38867042,1
"255",9528,-0.085247702,"22/03/2011","NULL","NULL","17/03/2011",1,2011,0.12929809,"23/03/2012",2012,367,367,"01/01/2017",0,2117,0.214545792,3
"256",9679,-0.021855064,"30/05/2011","NULL","NULL","24/05/2011",1,2011,0.0658718,"23/03/2012",2012,298,298,"01/01/2017",0,2049,0.087726864,3
"257",9683,0.237799425,"23/01/2009","1766","15/11/2013","14/01/2009",1,2009,-0.045206873,"16/03/2010",2010,417,417,"01/01/2017",1,1766,-0.283006298,1
"258",9746,0.23365459,"01/06/2009","2060","16/01/2015","27/05/2009",1,2009,-0.109561895,"16/03/2010",2010,288,288,"01/01/2017",1,2060,-0.343216485,1
"259",9747,-0.103678266,"03/01/2014","302","28/10/2014","30/12/2013",1,2014,0.080155433,"28/10/2014",2014,298,298,"01/01/2017",1,302,0.183833699,3
"260",9819,0.130498846,"06/11/2009","1657","16/05/2014","01/11/2009",1,2009,0.004831337,"30/03/2011",2011,509,509,"01/01/2017",1,1657,-0.125667509,2
"261",9829,-0.054515217,"05/08/2010","1830","06/08/2015","02/08/2010",1,2010,-0.100398931,"14/04/2011",2011,252,252,"01/01/2017",1,1830,-0.045883714,2
"262",9859,0.270457362,"31/08/2009","2072","01/05/2015","28/08/2009",1,2009,-0.129289876,"16/03/2010",2010,197,197,"01/01/2017",1,2072,-0.399747238,1
"263",9914,-0.091818909,"02/04/2009","805","09/06/2011","26/03/2009",1,2009,-0.18585163,"16/03/2010",2010,348,348,"01/01/2017",1,805,-0.094032721,2
"264",9942,0.222679899,"17/05/2011","919","15/11/2013","11/05/2011",1,2011,0.165733559,"23/03/2012",2012,311,311,"01/01/2017",1,919,-0.05694634,2
"265",10001,0.178816401,"19/08/2009","1715","25/04/2014","14/08/2009",1,2009,0.021403887,"16/03/2010",2010,209,209,"01/01/2017",1,1715,-0.157412514,2
"266",10001,0.383516977,"19/08/2009","1715","25/04/2014","14/08/2009",1,2009,0.021403887,"16/03/2010",2010,209,209,"01/01/2017",1,1715,-0.36211309,1
"267",10010,0.165368615,"22/02/2011","1904","05/05/2016","17/02/2011",1,2011,0.129818231,"23/03/2012",2012,395,395,"01/01/2017",1,1904,-0.035550384,3
"268",10019,0.190850503,"14/04/2009","2166","17/03/2015","11/04/2009",1,2009,-0.153197429,"16/03/2010",2010,336,336,"01/01/2017",1,2166,-0.344047932,1
"269",10048,0.11235458,"05/01/2012","845","18/04/2014","25/12/2011",1,2012,-0.280278646,"07/03/2013",2013,427,427,"01/01/2017",1,845,-0.392633226,1
"270",10120,0.158988681,"22/11/2010","2191","16/11/2016","17/11/2010",1,2010,-0.117060386,"23/03/2012",2012,487,487,"01/01/2017",1,2191,-0.276049067,1
"271",10125,0.029149963,"17/08/2010","1822","11/08/2015","15/08/2010",1,2010,-0.213938881,"14/04/2011",2011,240,240,"01/01/2017",1,1822,-0.243088844,1
"272",10177,0.008120092,"10/12/2010","1793","04/11/2015","07/12/2010",1,2010,-0.097872601,"23/03/2012",2012,469,469,"01/01/2017",1,1793,-0.105992693,2
"273",10183,0.084441731,"26/02/2010","1596","07/07/2014","22/02/2010",1,2010,0.029255536,"14/04/2011",2011,412,412,"01/01/2017",1,1596,-0.055186195,2
"274",10259,0.003287848,"08/06/2009","1786","25/04/2014","04/06/2009",1,2009,-0.186391054,"16/03/2010",2010,281,281,"01/01/2017",1,1786,-0.189678902,1
"275",10284,0.00316882,"08/06/2009","1137","16/07/2012","05/06/2009",1,2009,-0.060896989,"16/03/2010",2010,281,281,"01/01/2017",1,1137,-0.064065809,2
"276",10324,0.204550855,"22/12/2008","888","26/05/2011","19/12/2008",1,2008,-0.129469132,"16/03/2010",2010,449,449,"01/01/2017",1,888,-0.334019987,1
"277",10429,0.102620114,"10/03/2009","1942","27/06/2014","03/03/2009",1,2009,-0.099619532,"16/03/2010",2010,371,371,"01/01/2017",1,1942,-0.202239646,1
"278",10482,-0.159122859,"23/09/2011","798","21/11/2013","15/09/2011",1,2011,0.15620655,"07/03/2013",2013,531,531,"01/01/2017",1,798,0.315329409,3
"279",10533,0.23141533,"19/05/2009","1301","07/12/2012","16/05/2009",1,2009,-0.036426113,"16/03/2010",2010,301,301,"01/01/2017",1,1301,-0.267841443,1
"280",10595,0.049452166,"27/05/2010","476","12/09/2011","24/05/2010",1,2010,-0.159826085,"14/04/2011",2011,322,322,"01/01/2017",1,476,-0.209278251,1
"281",10639,0.23614098,"22/02/2009","NULL","NULL","19/02/2009",1,2009,0.106327,"16/03/2010",2010,387,387,"01/01/2017",0,2873,-0.12981398,2
"282",10651,0.214452156,"12/04/2011","658","24/01/2013","07/04/2011",1,2011,-0.043759693,"23/03/2012",2012,346,346,"01/01/2017",1,658,-0.258211849,1
"283",10654,0.268007148,"14/10/2009","1739","10/07/2014","05/10/2009",1,2009,-0.081507928,"28/03/2011",2011,530,530,"01/01/2017",1,1739,-0.349515076,1
"284",10723,0.249279301,"03/02/2012","1019","16/11/2014","01/02/2012",1,2012,-0.015774097,"07/03/2013",2013,398,398,"01/01/2017",1,1019,-0.265053398,1
"285",10729,0.473626357,"16/12/2008","1436","16/11/2012","11/12/2008",1,2008,0.082551494,"16/03/2010",2010,455,455,"01/01/2017",1,1436,-0.391074863,1
"286",10742,0.380854509,"08/07/2011","1156","01/09/2014","03/07/2011",1,2011,-0.021928271,"23/03/2012",2012,259,259,"01/01/2017",1,1156,-0.40278278,1
"287",10760,-0.004237853,"06/01/2011","NULL","NULL","04/01/2011",1,2011,-0.169835606,"23/03/2012",2012,442,442,"01/01/2017",0,2189,-0.165597753,2
"288",10846,-0.157504949,"20/12/2011","1158","16/02/2015","16/12/2011",1,2011,-0.133375561,"07/03/2013",2013,443,443,"01/01/2017",1,1158,0.024129388,3
"289",10936,-0.022787349,"29/11/2011","727","21/11/2013","25/11/2011",1,2011,-0.053612706,"07/03/2013",2013,464,464,"01/01/2017",1,727,-0.030825357,3
"290",10952,0.074769247,"19/08/2009","2567","17/08/2016","07/08/2009",1,2009,0.124018973,"16/03/2010",2010,209,209,"01/01/2017",1,2567,0.049249726,3
"291",10953,-0.076424935,"10/12/2010","1429","04/11/2014","06/12/2010",1,2010,0.114640059,"23/03/2012",2012,469,469,"01/01/2017",1,1429,0.191064994,3
