"","recoded_id","dob","herd_life","cull_date","average_resid","rltl_change","abs_rltl_change","amp_305_lactation","av_rltl_1_res","totalTELnumber","CutoffDate","Event","TimeMeasure","average_resid_3G","rltl_change_3G","abs_rltl_change_3G"
"176",6626,"08/07/2012","495","15/11/2013",-0.1192135655,0.014500821,0.014500821,"NULL",-0.111963155,1,"01/01/2017",1,495,1,3,1
"177",6696,"14/04/2009","1381","24/01/2013",0.0100533672,0.0258973935,0.0954182145,"6360.05",-0.064373538,4,"01/01/2017",1,1381,2,3,1
"178",6747,"27/07/2012","830","04/11/2014",-0.110540616666667,0.0494972415,0.1076227595,"8.7",-0.182289123,2,"01/01/2017",1,830,1,3,1
"179",6776,"24/06/2011","NULL","NULL",-0.05136814125,-0.0840301356666667,0.367209042333333,"7546.425",-0.253766065,3,"01/01/2017",0,2018,2,1,3
"180",6784,"22/02/2011","NULL","NULL",0.0544870035,-0.00996051966666667,0.074260507,"6200.466667",0.140522373,3,"01/01/2017",0,2140,3,2,1
"181",6815,"22/02/2009","2146","08/01/2015",0.0232757363333333,-0.0554671362,0.0554671362,"1622.25",0.129461665,5,"01/01/2017",1,2146,2,2,1
"182",6873,"07/03/2009","1006","08/12/2011",0.0428002816,-0.09457234025,0.20465925125,"4920.2",0.161274745,4,"01/01/2017",1,1006,2,1,3
"183",6894,"10/01/2010","1937","01/05/2015",0.0472875072,-0.03874290825,0.16793611175,"7501.566667",-0.022598438,4,"01/01/2017",1,1937,2,2,3
"184",6927,"24/03/2011","NULL","NULL",0.11806908275,0.0362354036666667,0.176490874333333,"6561.725",0.173574534,3,"01/01/2017",0,2110,3,3,3
"185",6944,"29/06/2010","2192","29/06/2016",-0.0417916962,0.00870749399999999,0.1094620545,"880.1",-0.191335179,4,"01/01/2017",1,2192,2,3,1
"186",6951,"02/04/2010","1855","01/05/2015",0.0524700714285714,-0.0274107026666667,0.133620555,"7143.1",-0.027435292,6,"01/01/2017",1,1855,3,2,2
"187",6957,"20/05/2010","NULL","NULL",0.0444010782,-0.03846937275,0.14127739475,"8139.3",0.21406844,4,"01/01/2017",0,2418,2,2,2
"188",7002,"08/02/2009","2476","20/11/2015",-0.1709567742,-0.03851703475,0.06414256775,"7682.15",-0.088321646,4,"01/01/2017",1,2476,1,2,1
"189",7027,"26/02/2009","2077","04/11/2014",-0.0151553433333333,0.0328091386,0.0528307506,"7927.65",-0.060648062,5,"01/01/2017",1,2077,2,3,1
"190",7060,"19/12/2009","1364","13/09/2013",0.13169388975,-0.0842826003333333,0.200693618333333,"4287.933333",-0.005564577,3,"01/01/2017",1,1364,3,1,3
"191",7062,"15/03/2011","1927","23/06/2016",0.057685095,-0.0800265523333333,0.153373863,"8430.2",0.075950717,3,"01/01/2017",1,1927,3,1,2
"192",7120,"15/02/2009","1978","17/07/2014",0.134951942,-0.016060011,0.117730357,"8097.033333",0.181289547,5,"01/01/2017",1,1978,3,2,2
"193",7224,"26/01/2010","1551","26/04/2014",-0.0404750502,0.00168240975,0.05140123275,"5508.066667",-0.034217131,4,"01/01/2017",1,1551,2,3,1
"194",7232,"07/01/2011","1575","01/05/2015",-0.0680627355,-0.00583750833333333,0.138410691,"4943",-0.211498184,3,"01/01/2017",1,1575,1,3,2
"195",7239,"01/06/2009","2510","15/04/2016",0.1315805215,0.0344573668,0.1639128212,"9900.65",0.135058827,5,"01/01/2017",1,2510,3,3,2
"196",7286,"23/07/2011","NULL","NULL",-0.09262399975,0.0693744866666667,0.0998805986666667,"6313.3",-0.165961383,3,"01/01/2017",0,1989,1,3,1
"197",7358,"07/05/2011","699","05/04/2013",-0.103545611666667,-0.063604128,0.203572568,"620",-0.239260657,2,"01/01/2017",1,699,1,1,3
"198",7441,"14/11/2009","1815","03/11/2014",0.047233514,-0.0420603945,0.083446992,"NULL",0.048988906,4,"01/01/2017",1,1815,2,2,1
"199",7445,"29/04/2010","NULL","NULL",-0.08013082,-0.017893793,0.072952829,"6280.675",-0.1055282,4,"01/01/2017",0,2439,1,2,1
"200",7458,"10/09/2008","1549","07/12/2012",-0.0105643,-0.127474727,0.127474727,"4997.1",NA,4,"01/01/2017",1,1549,2,1,2
"201",7487,"04/11/2009","775","19/12/2011",0.127495779666667,-0.209571468,0.209571468,"NULL",0.156406935,2,"01/01/2017",1,775,3,1,3
"202",7522,"24/10/2010","NULL","NULL",0.08579121875,-0.159006161333333,0.159006161333333,"6608.9",0.220903474,3,"01/01/2017",0,2261,3,1,2
"203",7526,"13/01/2010","1177","04/04/2013",-0.019117821,-0.169309005,0.169309005,"5141.6",-0.019819642,3,"01/01/2017",1,1177,2,1,3
"204",7543,"18/02/2009","2090","09/11/2014",-0.193778162142857,0.004264281,0.125786111666667,"7681.6125",-0.201553199,6,"01/01/2017",1,2090,1,3,2
"205",7544,"26/12/2008","895","09/06/2011",0.10131958,0.018481643,0.023076058,"274.3",0.085935541,2,"01/01/2017",1,895,3,3,1
"206",7578,"11/01/2011","1758","04/11/2015",-0.01493385375,-0.0959005903333333,0.152411423,"9302.966667",-0.14281464,3,"01/01/2017",1,1758,2,1,2
"207",7588,"27/06/2010","1612","25/11/2014",0.0662165818,-0.02706165025,0.07122805625,"11249.7",0.113111907,4,"01/01/2017",1,1612,3,2,1
"208",7602,"10/08/2009","2067","08/04/2015",0.0987573811666667,-0.1230806534,0.2157216718,"8437.725",-0.107026198,5,"01/01/2017",1,2067,3,1,3
"209",7626,"15/10/2008","1825","14/10/2013",-0.131731845333333,-0.0253298684,0.0976387776,"6024.016667",-0.141760873,5,"01/01/2017",1,1825,1,2,1
"210",7637,"17/02/2009","1195","27/05/2012",-0.015488695,-0.063061452,0.253091351333333,"3985.2",-0.047059739,3,"01/01/2017",1,1195,2,1,3
"211",7645,"04/07/2009","NULL","NULL",0.000745317166666671,0.0281273508,0.1696448336,"6474.42",0.119017197,5,"01/01/2017",0,2738,2,3,3
"212",7674,"15/06/2009","1127","16/07/2012",-0.07617539075,-0.0587167343333333,0.138535619,"9924.25",-0.15983227,3,"01/01/2017",1,1127,1,2,2
"213",7743,"28/09/2009","1994","15/03/2015",0.1574535442,0.05574113125,0.16764048225,"NULL",NA,4,"01/01/2017",1,1994,3,3,3
"214",7765,"03/10/2012","383","21/10/2013",-0.0382120425,-0.124227663,0.124227663,"NULL",-0.100325874,1,"01/01/2017",1,383,2,1,2
"215",7816,"02/09/2009","NULL","NULL",-0.0562614396666667,-0.025793522,0.11960079,"6264.2375",-0.171577216,5,"01/01/2017",0,2678,1,2,2
"216",7822,"20/02/2010","1608","17/07/2014",0.253418219,-0.06332317425,0.22663423625,"12308.7",0.106764655,4,"01/01/2017",1,1608,3,1,3
"217",7832,"30/03/2012","867","14/08/2014",0.08680194,0.1072502525,0.2582728575,"NULL",-0.085379965,2,"01/01/2017",1,867,3,3,3
"218",7854,"15/12/2009","1750","30/09/2014",0.0137941828,-0.070617564,0.1453512115,"9923.1",0.125537972,4,"01/01/2017",1,1750,2,1,2
"219",7868,"22/06/2010","NULL","NULL",-0.0707935522,-0.01371933175,0.05297427175,"7809.26",-0.07883966,4,"01/01/2017",0,2385,1,2,1
"220",7870,"10/08/2011","1785","29/06/2016",0.0722076905,0.154163166,0.15879112,"8864.25",-0.083291103,3,"01/01/2017",1,1785,3,3,2
"221",7905,"26/08/2012","831","05/12/2014",-0.104145641,0.0205529475,0.0692411545,"1900.3",NA,2,"01/01/2017",1,831,1,3,1
"222",7908,"05/04/2009","2767","01/11/2016",0.00210486842857143,0.00393643833333333,0.123690934,"8624.9375",-0.053396858,6,"01/01/2017",1,2767,2,3,2
"223",7982,"12/02/2013","330","08/01/2014",0.2586307925,-0.434722207,0.434722207,"NULL",0.041269689,1,"01/01/2017",1,330,3,1,3
"224",8017,"04/09/2010","NULL","NULL",-0.0828325502,0.0114948385,0.204959881,"4370.3",-0.172451293,4,"01/01/2017",0,2311,1,3,3
"225",8142,"12/01/2012","1205","01/05/2015",-0.020500832,-0.0798195633333333,0.347901542,"2826.05",-0.180476748,3,"01/01/2017",1,1205,2,1,3
"226",8204,"12/05/2010","2079","20/01/2016",-0.0174361818,-0.03344625475,0.11509230425,"11998.6",0.019920904,4,"01/01/2017",1,2079,2,2,2
"227",8269,"19/10/2011","995","10/07/2014",0.424821987333333,-0.112065747,0.112065747,"1311",0.42712725,2,"01/01/2017",1,995,3,1,1
"228",8287,"27/08/2009","2541","11/08/2016",0.0955624361428571,-0.014475551,0.126117733,"6047.533333",0.118753316,6,"01/01/2017",1,2541,3,2,2
"229",8321,"13/01/2010","NULL","NULL",-0.0808071038,-0.039832692,0.0706432915,"6849.4",-0.086540919,4,"01/01/2017",0,2545,1,2,1
"230",8328,"06/02/2010","NULL","NULL",-0.0247638494,-0.04222515975,0.06462545625,"4735.5",0.019626133,4,"01/01/2017",0,2521,2,2,1
"231",8332,"13/12/2010","1786","03/11/2015",0.05236999175,0.0262581056666667,0.180768469666667,"11842.85",-0.024468161,3,"01/01/2017",1,1786,2,3,3
"232",8345,"10/05/2010","1557","14/08/2014",-0.0414269506,-0.0197773235,0.236270754,"9614.95",-0.207888457,4,"01/01/2017",1,1557,2,2,3
"233",8421,"19/12/2009","1483","10/01/2014",0.2087105912,-0.00499025875,0.10908464075,"7288.1",0.059125911,4,"01/01/2017",1,1483,3,3,1
"234",8439,"13/10/2008","2579","05/11/2015",-0.1727476182,0.05813858475,0.17492193875,"9239.1125",-0.131303431,4,"01/01/2017",1,2579,1,3,3
"235",8447,"29/06/2009","1193","04/10/2012",-0.0067937804,-0.00573012575,0.16389748975,"9794.3",-0.136555395,4,"01/01/2017",1,1193,2,3,2
"236",8455,"19/09/2010","2035","15/04/2016",-0.23527972525,0.0396391853333333,0.173398622,"7817",-0.430891479,3,"01/01/2017",1,2035,1,3,3
"237",8481,"12/01/2010","NULL","NULL",-0.125047337,-0.064008034,0.114702077,"6043.75",-0.183509242,4,"01/01/2017",0,2546,1,1,2
"238",8514,"31/10/2010","NULL","NULL",-0.09439403475,-0.0292904043333333,0.137645270333333,"6048.3",0.040516789,3,"01/01/2017",0,2254,1,2,2
"239",8530,"15/10/2013","273","15/07/2014",0.207406302,-0.39361225,0.39361225,"NULL",NA,1,"01/01/2017",1,273,3,1,3
"240",8556,"26/09/2010","1633","17/03/2015",0.0031836076,0.059453461,0.069738462,"7077.433333",-0.048618875,4,"01/01/2017",1,1633,2,3,1
"241",8584,"19/08/2009","2333","08/01/2016",-0.0956776601666667,0.006180922,0.1752986536,"5097.725",0.066867712,5,"01/01/2017",1,2333,1,3,3
"242",8617,"03/12/2009","1597","18/04/2014",-0.0852204852,-0.06414727425,0.17141466275,"10001.1",0.135641615,4,"01/01/2017",1,1597,1,1,3
"243",8649,"08/07/2011","1280","08/01/2015",-0.09959516825,-0.0739797336666667,0.151571908333333,"10244.9",0.067643252,3,"01/01/2017",1,1280,1,1,2
"244",8652,"21/01/2009","2113","04/11/2014",-0.0355826735,-0.130336876333333,0.225007597666667,"7027.6",-0.086971559,3,"01/01/2017",1,2113,2,1,3
"245",8707,"27/07/2010","NULL","NULL",-0.2188338926,-0.0646815745,0.0646815745,"7320.5",-0.178236233,4,"01/01/2017",0,2350,1,1,1
"246",8716,"16/01/2010","2452","03/10/2016",0.03313910575,-0.002253835,0.102668323,"3293.6",-0.041186291,3,"01/01/2017",1,2452,2,3,1
"247",8727,"19/04/2011","1661","05/11/2015",-0.10887830475,-0.040471311,0.128278929,"4465.166667",-0.237189128,3,"01/01/2017",1,1661,1,2,2
"248",8762,"26/04/2010","1992","09/10/2015",0.0107659542,-0.04091982675,0.12613743925,"6663.975",0.061356255,4,"01/01/2017",1,1992,2,2,2
"249",8767,"16/06/2010","2015","22/12/2015",-0.123932446,-0.00837236625,0.06830960375,"7759.366667",-0.119541024,4,"01/01/2017",1,2015,1,2,1
"250",8896,"25/08/2009","2075","01/05/2015",0.092174603,-0.0166233516,0.1771326228,"11290.45",-0.027812072,5,"01/01/2017",1,2075,3,2,3
"251",8911,"17/06/2010","NULL","NULL",-0.0417733136,-0.03085011475,0.08408820525,"6201.82",0.065185161,4,"01/01/2017",0,2390,2,2,1
"252",9002,"13/03/2011","NULL","NULL",0.10363703925,-0.032205292,0.19967981,"8775.15",-0.102861029,3,"01/01/2017",0,2121,3,2,3
"253",9005,"13/03/2012","1121","08/04/2015",-0.167383287,-0.086046592,0.086046592,"NULL",NA,1,"01/01/2017",1,1121,1,1,1
"254",9029,"20/02/2009","NULL","NULL",-0.064999184,-0.0247469216666667,0.145881439,"549.7",-0.077468127,3,"01/01/2017",0,2872,1,2,2
"255",9126,"06/10/2012","908","02/04/2015",0.0476568975,-0.136235007,0.136235007,"3361.4",-0.020460606,1,"01/01/2017",1,908,2,1,2
"256",9131,"25/09/2009","1530","03/12/2013",0.1897820705,-0.0874932542,0.2338560326,"4906.333333",NA,5,"01/01/2017",1,1530,3,1,3
"257",9151,"15/04/2011","NULL","NULL",-0.0490420875,-0.00618152533333333,0.247231386666667,"7057.05",-0.18411839,3,"01/01/2017",0,2088,2,3,3
"258",9174,"12/09/2008","956","26/04/2011",-0.0831381396666667,-0.0190166435,0.0307970885,"6816.3",NA,2,"01/01/2017",1,956,1,2,1
"259",9220,"16/04/2011","930","01/11/2013",-0.122090485,0.00358605100000001,0.140526287666667,"5302.9",-0.010840518,3,"01/01/2017",1,930,1,3,2
"260",9221,"19/09/2009","1057","11/08/2012",-0.00786257133333333,0.130160908,0.130160908,"5641",NA,2,"01/01/2017",1,1057,2,3,2
"261",9268,"31/03/2011","NULL","NULL",0.1339518735,0.087789926,0.127989465333333,"6987.9",0.163814029,3,"01/01/2017",0,2103,3,3,2
"262",9277,"20/07/2011","1902","03/10/2016",0.07562791075,0.0130564166666667,0.06577718,"7723.333333",0.043016347,3,"01/01/2017",1,1902,3,3,1
"263",9406,"16/04/2011","NULL","NULL",0.06199997775,-0.0846900393333333,0.0846900393333333,"6736.85",0.044802656,3,"01/01/2017",0,2087,3,1,1
"264",9447,"03/01/2011","822","04/04/2013",-0.132232033666667,0.013889139,0.165227612,"NULL",-0.242383775,2,"01/01/2017",1,822,1,3,2
"265",9477,"16/10/2008","2017","25/04/2014",-0.164550593,-0.0023951778,0.1139473522,"6042.075",-0.19339262,5,"01/01/2017",1,2017,1,3,1
"266",9493,"10/08/2011","NULL","NULL",0.01047929475,-0.0768086736666667,0.0925045996666667,"7388.025",-0.018360627,3,"01/01/2017",0,1971,2,1,1
"267",9518,"19/08/2010","1345","25/04/2014",-0.0962237522,-0.09145599525,0.20573268375,"10250.7",-0.24060579,4,"01/01/2017",1,1345,1,1,3
"268",9528,"17/03/2011","NULL","NULL",-0.022740172,0.0146733403333333,0.163394329,"7606.45",0.12929809,3,"01/01/2017",0,2117,2,3,2
"269",9679,"24/05/2011","NULL","NULL",0.009518902,0.018038147,0.0874196843333333,"8065.933333",0.0658718,3,"01/01/2017",0,2049,2,3,1
"270",9683,"14/01/2009","1766","15/11/2013",-0.0413983528333333,-0.066748245,0.104181525,"5098.916667",-0.045206873,5,"01/01/2017",1,1766,2,1,1
"271",9746,"27/05/2009","2060","16/01/2015",-0.0676392663333333,-0.032055286,0.1668928592,"4434.025",-0.109561895,5,"01/01/2017",1,2060,1,2,3
"272",9747,"30/12/2013","302","28/10/2014",-0.0117614165,0.183833698,0.183833698,"NULL",0.080155433,1,"01/01/2017",1,302,2,3,3
"273",9819,"01/11/2009","1657","16/05/2014",0.0147947396,-0.06770145175,0.09642208225,"NULL",0.004831337,4,"01/01/2017",1,1657,2,1,1
"274",9829,"02/08/2010","1830","06/08/2015",-0.0576068212,0.01496122275,0.05143631975,"9892.25",-0.100398931,4,"01/01/2017",1,1830,1,3,1
"275",9859,"28/08/2009","2072","01/05/2015",-0.0369678783333333,-0.0634411712,0.0980989888,"8425.966667",-0.129289876,5,"01/01/2017",1,2072,2,1,1
"276",9911,"11/09/2008","1421","02/08/2012",-0.04402601675,-0.104401439666667,0.151493010333333,"440.4",NA,3,"01/01/2017",1,1421,2,1,2
"277",9914,"26/03/2009","805","09/06/2011",-0.141226654333333,-0.0270952575,0.0669374635,"NULL",-0.18585163,2,"01/01/2017",1,805,1,2,1
"278",9942,"11/05/2011","919","15/11/2013",0.18614735125,0.044777281,0.193787745,"3066.1",0.165733559,3,"01/01/2017",1,919,3,3,3
"279",10001,"14/08/2009","1715","25/04/2014",0.150404152857143,-0.0218011176666667,0.176836470333333,"9572.75",0.021403887,6,"01/01/2017",1,1715,3,2,3
"280",10010,"17/02/2011","1904","05/05/2016",-0.0042121055,-0.0847659293333333,0.174217209333333,"8394.2",0.129818231,3,"01/01/2017",1,1904,2,1,3
"281",10019,"11/04/2009","2166","17/03/2015",0.0100744681666667,-0.0405800562,0.1926768622,"10269.4",-0.153197429,5,"01/01/2017",1,2166,2,2,3
"282",10048,"25/12/2011","845","18/04/2014",-0.083962033,-0.392633226,0.392633226,"2059",-0.280278646,1,"01/01/2017",1,845,1,1,3
"283",10120,"17/11/2010","2191","16/11/2016",0.0273670665,-0.047887579,0.160737188333333,"7982.575",-0.117060386,3,"01/01/2017",1,2191,2,2,2
"284",10125,"15/08/2010","1822","11/08/2015",-0.2057480975,-0.139225034333333,0.139225034333333,"271.6",-0.213938881,3,"01/01/2017",1,1822,1,1,2
"285",10177,"07/12/2010","1793","04/11/2015",-0.08724200575,-0.0150312906666667,0.138543261333333,"7842.733333",-0.097872601,3,"01/01/2017",1,1793,1,2,2
"286",10183,"22/02/2010","1596","07/07/2014",0.0020915212,-0.025614386,0.0495647905,"6967.2",0.029255536,4,"01/01/2017",1,1596,2,2,1
"287",10259,"04/06/2009","1786","25/04/2014",-0.0735055852857143,-0.00775446183333333,0.1364084015,"6560.275",-0.186391054,6,"01/01/2017",1,1786,1,2,2
"288",10284,"05/06/2009","1137","16/07/2012",-0.055400427,-0.016248609,0.064728293,"6424.9",-0.060896989,3,"01/01/2017",1,1137,1,2,1
"289",10324,"19/12/2008","888","26/05/2011",0.0375408615,-0.334019987,0.334019987,"234.2",-0.129469132,1,"01/01/2017",1,888,2,1,3
"290",10420,"05/12/2008","2708","05/05/2016",-0.092476829,0.02542984525,0.11318100125,"8335.775",-0.066567696,4,"01/01/2017",1,2708,1,3,1
"291",10429,"03/03/2009","1942","27/06/2014",-0.0385704386666667,-0.0334922802,0.1087615366,"609.2",-0.099619532,5,"01/01/2017",1,1942,2,2,1
"292",10482,"15/09/2011","798","21/11/2013",-0.0014581545,0.315329408,0.315329408,"NULL",0.15620655,1,"01/01/2017",1,798,2,3,3
"293",10533,"16/05/2009","1301","07/12/2012",0.0896472632,0.00193439624999999,0.20923264275,"6792.975",-0.036426113,4,"01/01/2017",1,1301,3,3,3
"294",10595,"24/05/2010","476","12/09/2011",-0.0551869595,-0.209278251,0.209278251,"NULL",-0.159826085,1,"01/01/2017",1,476,1,1,3
"295",10639,"19/02/2009","NULL","NULL",0.0191600533333333,-0.0267929762,0.1258357326,"10968.7",0.106327,5,"01/01/2017",0,2873,2,2,2
"296",10651,"07/04/2011","658","24/01/2013",0.0853462315,-0.258211849,0.258211849,"NULL",-0.043759693,1,"01/01/2017",1,658,3,1,3
"297",10654,"05/10/2009","1739","10/07/2014",-0.0254181296,-0.12605682775,0.16496588125,"7717.1",-0.081507928,4,"01/01/2017",1,1739,2,1,2
"298",10723,"01/02/2012","1019","16/11/2014",0.04018069825,-0.087069234,0.119686306666667,"7925",-0.015774097,3,"01/01/2017",1,1019,2,1,2
"299",10729,"11/12/2008","1436","16/11/2012",0.13554890725,-0.187512063333333,0.187512063333333,"651.3",0.082551494,3,"01/01/2017",1,1436,3,1,3
"300",10742,"03/07/2011","1156","01/09/2014",0.1249019525,-0.0776665503333333,0.190855303,"5167.45",-0.021928271,3,"01/01/2017",1,1156,3,1,3
"301",10760,"04/01/2011","NULL","NULL",-0.07031429075,-0.0225034403333333,0.112103491,"7636.133333",-0.169835606,3,"01/01/2017",0,2189,1,2,1
"302",10846,"16/12/2011","1158","16/02/2015",-0.155190574,-0.0085931315,0.0327225195,"3714.1",-0.133375561,2,"01/01/2017",1,1158,1,2,1
"303",10936,"25/11/2011","727","21/11/2013",-0.0382000275,-0.030825357,0.030825357,"NULL",-0.053612706,1,"01/01/2017",1,727,2,2,1
"304",10952,"07/08/2009","2567","17/08/2016",0.0880084533333333,-0.0185292088,0.112650968,"6961.1",0.124018973,5,"01/01/2017",1,2567,3,2,1
"305",10953,"06/12/2010","1429","04/11/2014",-0.01042740075,0.018608002,0.134583906666667,"8612.35",0.114640059,3,"01/01/2017",1,1429,2,3,2
